id,MIN
LIZ1_000079641,MZP_000000242
LIZ1_000079414,MZP_000001703
LIZ1_000262227,MZP_000003384
LIZ1_000088972,MZP_000000647
LIZ1_000230916,MZP_000002778
LIZ1_000129484,MZP_000003250
LIZ1_000068714,MZP_000002392
LIZ1_000289390,MZP_000002858
LIZ1_000118412,MZP_000001899
LIZ1_000129687,MZP_000003359
LIZ1_000077598,MZP_000003285
LIZ1_000137995,MZP_000002550
LIZ1_000128312,MZP_000000782
LIZ1_000070731,MZP_000001129
LIZ1_000048599,MZP_000002006
LIZ1_000016515,MZP_000000512
LIZ1_000381292,MZP_000000167
LIZ1_000004588,MZP_000005466
LIZ1_000081383,MZP_000000506
LIZ1_000048782,MZP_000002238
LIZ1_000130225,MZP_000000514
LIZ1_000065799,MZP_000003451
LIZ1_000006411,MZP_000002433
LIZ1_000118800,MZP_000000617
LIZ1_000077367,MZP_000002414
LIZ1_000005997,MZP_000002353
LIZ1_000355121,MZP_000000124
LIZ1_000005095,MZP_000002849
LIZ1_000039343,MZP_000000889
LIZ1_000021957,MZP_000001175
LIZ1_000203557,MZP_000002137
LIZ1_000079557,MZP_000000261
LIZ1_000251771,MZP_000005467
LIZ1_000065633,MZP_000000763
LIZ1_000065760,MZP_000002227
LIZ1_000065608,MZP_000000350
LIZ1_000237834,MZP_000003259
LIZ1_000130143,MZP_000001365
LIZ1_000128107,MZP_000003348
LIZ1_000128242,MZP_000001096
LIZ1_000092805,MZP_000002476
LIZ1_000100582,MZP_000000403
LIZ1_000304025,MZP_000002947
LIZ1_000022841,MZP_000001659
LIZ1_000128296,MZP_000000978
LIZ1_000000274,MZP_000001915
LIZ1_000129574,MZP_000002582
LIZ1_000150310,MZP_000000307
LIZ1_000005686,MZP_000003343
LIZ1_000128868,MZP_000002460
LIZ1_000134898,MZP_000000796
LIZ1_000092773,MZP_000002506
LIZ1_000001818,MZP_000003625
LIZ1_000093963,MZP_000002638
LIZ1_000203666,MZP_000000216
LIZ1_000013539,MZP_000000910
LIZ1_000158132,MZP_000003031
LIZ1_000000417,MZP_000003071
LIZ1_000053463,MZP_000002938
LIZ1_000069495,MZP_000001065
LIZ1_000008346,MZP_000000077
LIZ1_000007301,MZP_000002561
LIZ1_000040296,MZP_000002499
LIZ1_000237964,MZP_000002337
LIZ1_000092825,MZP_000003822
LIZ1_000039783,MZP_000002616
LIZ1_000217944,MZP_000002161
LIZ1_000006477,MZP_000001994
LIZ1_000065792,MZP_000002178
LIZ1_000092667,MZP_000001623
LIZ1_000061410,MZP_000002010
LIZ1_000005341,MZP_000002406
LIZ1_000128062,MZP_000003337
LIZ1_000196375,MZP_000003651
LIZ1_000217923,MZP_000002039
LIZ1_000107690,MZP_000001965
LIZ1_000470362,MZP_000002569
LIZ1_000119176,MZP_000000758
LIZ1_000340794,MZP_000000343
LIZ1_000170976,MZP_000002221
LIZ1_000070606,MZP_000003579
LIZ1_000004942,MZP_000002084
LIZ1_000092950,MZP_000002652
LIZ1_000023801,MZP_000003620
LIZ1_000069571,MZP_000003559
LIZ1_000005931,MZP_000002833
LIZ1_000092986,MZP_000002738
LIZ1_000164116,MZP_000003461
LIZ1_000233544,MZP_000005469
LIZ1_000237618,MZP_000001628
LIZ1_000304055,MZP_000002941
LIZ1_000273995,MZP_000005470
LIZ1_000013468,MZP_000000669
LIZ1_000068363,MZP_000002196
LIZ1_000001043,MZP_000000979
LIZ1_000046135,MZP_000002523
LIZ1_000074318,MZP_000003060
LIZ1_000092635,MZP_000001648
LIZ1_000008793,MZP_000002868
LIZ1_000000167,MZP_000005471
LIZ1_000063591,MZP_000000070
LIZ1_000110637,MZP_000001728
LIZ1_000248205,MZP_000000066
LIZ1_000128226,MZP_000001328
LIZ1_000007340,MZP_000002967
LIZ1_000184888,MZP_000005472
LIZ1_000304086,MZP_000002955
LIZ1_000167877,MZP_000002972
LIZ1_000289360,MZP_000005473
LIZ1_000068694,MZP_000000180
LIZ1_000279859,MZP_000002593
LIZ1_000265748,MZP_000002365
LIZ1_000174492,MZP_000000902
LIZ1_000003502,MZP_000000285
LIZ1_000048672,MZP_000000839
LIZ1_000133622,MZP_000002802
LIZ1_000233686,MZP_000000443
LIZ1_000233549,MZP_000005474
LIZ1_000200772,MZP_000002125
LIZ1_000012717,MZP_000002267
LIZ1_000278189,MZP_000001996
LIZ1_000202508,MZP_000003305
LIZ1_000230670,MZP_000001595
LIZ1_000233729,MZP_000002246
LIZ1_000127979,MZP_000003361
LIZ1_000154731,MZP_000000314
LIZ1_000318742,MZP_000003003
LIZ1_000140074,MZP_000000217
LIZ1_000262341,MZP_000002829
LIZ1_000021245,MZP_000002467
LIZ1_000237835,MZP_000000347
LIZ1_000009955,MZP_000003362
LIZ1_000079918,MZP_000002175
LIZ1_000304203,MZP_000002969
LIZ1_000128028,MZP_000001897
LIZ1_000009195,MZP_000003601
LIZ1_000049648,MZP_000000989
LIZ1_000065247,MZP_000000803
LIZ1_000203417,MZP_000005476
LIZ1_000149730,MZP_000003347
LIZ1_000185000,MZP_000005477
LIZ1_000128030,MZP_000003661
LIZ1_000128940,MZP_000000187
LIZ1_000306728,MZP_000001849
LIZ1_000003665,MZP_000000819
LIZ1_000075383,MZP_000001710
LIZ1_000222445,MZP_000002468
LIZ1_000203440,MZP_000000361
LIZ1_000128961,MZP_000002721
LIZ1_000006829,MZP_000002174
LIZ1_000078984,MZP_000003465
LIZ1_000049323,MZP_000001929
LIZ1_000203416,MZP_000003540
LIZ1_000304865,MZP_000002933
LIZ1_000091532,MZP_000001429
LIZ1_000304856,MZP_000000444
LIZ1_000184910,MZP_000003190
LIZ1_000085711,MZP_000005479
LIZ1_000231024,MZP_000002412
LIZ1_000043939,MZP_000002558
LIZ1_000048392,MZP_000001729
LIZ1_000130707,MZP_000003381
LIZ1_000117608,MZP_000003690
LIZ1_000355278,MZP_000002306
LIZ1_000093349,MZP_000001721
LIZ1_000128548,MZP_000003321
LIZ1_000318714,MZP_000002697
LIZ1_000189237,MZP_000001079
LIZ1_000093695,MZP_000002544
LIZ1_000220718,MZP_000005480
LIZ1_000160387,MZP_000002626
LIZ1_000012873,MZP_000002589
LIZ1_000016471,MZP_000000355
LIZ1_000237790,MZP_000002346
LIZ1_000100553,MZP_000002311
LIZ1_000128084,MZP_000001114
LIZ1_000135544,MZP_000002458
LIZ1_000129019,MZP_000002532
LIZ1_000248207,MZP_000000801
LIZ1_000008097,MZP_000001922
LIZ1_000000571,MZP_000005481
LIZ1_000080482,MZP_000005482
LIZ1_000038001,MZP_000002563
LIZ1_000063446,MZP_000000909
LIZ1_000070968,MZP_000003464
LIZ1_000020078,MZP_000002334
LIZ1_000213220,MZP_000003405
LIZ1_000079747,MZP_000005483
LIZ1_000097331,MZP_000002530
LIZ1_000155146,MZP_000000267
LIZ1_000162761,MZP_000002340
LIZ1_000154726,MZP_000001817
LIZ1_000252731,MZP_000002480
LIZ1_000100701,MZP_000002919
LIZ1_000154724,MZP_000001062
LIZ1_000365328,MZP_000003480
LIZ1_000160728,MZP_000002774
LIZ1_000128466,MZP_000002621
LIZ1_000261738,MZP_000002710
LIZ1_000496202,MZP_000001563
LIZ1_000067472,MZP_000000384
LIZ1_000184791,MZP_000002241
LIZ1_000095104,MZP_000000080
LIZ1_000233522,MZP_000003561
LIZ1_000093478,MZP_000002438
LIZ1_000134786,MZP_000002129
LIZ1_000289519,MZP_000003606
LIZ1_000080074,MZP_000003536
LIZ1_000300612,MZP_000000182
LIZ1_000038722,MZP_000000245
LIZ1_000212816,MZP_000003468
LIZ1_000000308,MZP_000000359
LIZ1_000197582,MZP_000003366
LIZ1_000093219,MZP_000000095
LIZ1_000274003,MZP_000002068
LIZ1_000242282,MZP_000002515
LIZ1_000095793,MZP_000002701
LIZ1_000160765,MZP_000001984
LIZ1_000233619,MZP_000002231
LIZ1_000025086,MZP_000001573
