id,MIN
JI01_001221717,MZP_000000767
JI01_001326619,MZP_000003433
JI01_001646494,MZP_000002497
JI01_000559359,MZP_000000174
JI01_001488187,MZP_000002897
JI01_001528738,MZP_000001110
JI01_001723028,MZP_000003729
JI01_001935591,MZP_000000555
JI01_000111209,MZP_000000835
JI01_000609045,MZP_000002017
JI01_000641940,MZP_000003730
JI01_001009425,MZP_000000627
JI01_001252921,MZP_000000831
JI01_001461464,MZP_000000266
JI01_001086197,MZP_000000295
JI01_000306374,MZP_000003731
JI01_000543549,MZP_000000318
JI01_001332359,MZP_000003732
JI01_001338400,MZP_000002287
JI01_001414690,MZP_000003552
JI01_000732330,MZP_000000931
JI01_000869346,MZP_000003733
JI01_001535466,MZP_000003674
JI01_000302377,MZP_000000771
JI01_000551446,MZP_000000906
JI01_000726902,MZP_000000731
JI01_000290788,MZP_000000249
JI01_001126849,MZP_000000592
JI01_000752092,MZP_000003734
JI01_000809641,MZP_000002973
JI01_000953262,MZP_000000818
JI01_000975185,MZP_000001130
JI01_001065873,MZP_000002635
JI01_000870112,MZP_000000933
JI01_001252059,MZP_000000574
JI01_001253539,MZP_000003735
JI01_001303863,MZP_000003386
JI01_001786128,MZP_000000733
JI01_000376430,MZP_000000959
JI01_000550261,MZP_000001280
JI01_000657744,MZP_000000231
JI01_001251014,MZP_000003736
JI01_001583642,MZP_000001109
JI01_001616530,MZP_000003737
JI01_001884302,MZP_000000599
JI01_002036246,MZP_000003738
JI01_000302481,MZP_000000643
JI01_000434715,MZP_000000540
JI01_000789681,MZP_000002894
JI01_001882633,MZP_000001047
JI01_001883404,MZP_000003439
JI01_000411047,MZP_000000765
JI01_000509111,MZP_000000564
JI01_000594729,MZP_000003739
JI01_000622239,MZP_000003740
JI01_001198981,MZP_000001008
JI01_001324713,MZP_000001076
JI01_000723449,MZP_000001099
JI01_000962819,MZP_000000866
JI01_001186501,MZP_000003073
JI01_001779489,MZP_000003741
JI01_001781874,MZP_000000667
JI01_000283284,MZP_000000876
JI01_000338914,MZP_000000710
JI01_000557802,MZP_000000904
JI01_001102622,MZP_000000732
JI01_001389526,MZP_000000752
JI01_001390238,MZP_000003742
JI01_000352714,MZP_000000661
JI01_000606522,MZP_000003743
JI01_000877560,MZP_000000960
JI01_001835879,MZP_000000985
JI01_000326267,MZP_000000376
JI01_000373199,MZP_000001407
JI01_001169937,MZP_000000774
JI01_001883516,MZP_000000982
JI01_001935007,MZP_000002322
JI01_000328051,MZP_000000794
JI01_000550560,MZP_000001217
JI01_000671754,MZP_000003744
JI01_001032011,MZP_000000265
JI01_001255731,MZP_000003745
JI01_001324786,MZP_000000714
JI01_001345433,MZP_000002745
JI01_001801848,MZP_000001877
JI01_001903236,MZP_000003746
JI01_002000857,MZP_000000961
JI01_000607972,MZP_000002239
JI01_000826925,MZP_000000258
JI01_000952156,MZP_000000635
JI01_001200589,MZP_000000983
JI01_001734753,MZP_000001816
JI01_000375233,MZP_000003747
JI01_000415105,MZP_000003581
JI01_000566303,MZP_000003748
JI01_000626414,MZP_000002361
JI01_000844032,MZP_000001043
JI01_000867613,MZP_000002469
JI01_001234182,MZP_000003749
JI01_001256926,MZP_000001041
JI01_001569346,MZP_000003750
JI01_000442551,MZP_000003751
JI01_000673677,MZP_000003752
JI01_000789608,MZP_000000500
JI01_000909256,MZP_000001573
JI01_001630875,MZP_000000943
JI01_000414875,MZP_000000335
JI01_000495942,MZP_000003753
JI01_000723705,MZP_000003754
JI01_000827153,MZP_000000166
JI01_000880041,MZP_000003755
JI01_001010049,MZP_000000406
JI01_001259907,MZP_000003756
JI01_001328778,MZP_000000476
JI01_001395105,MZP_000003757
JI01_001448482,MZP_000000636
JI01_001528760,MZP_000003758
JI01_001914169,MZP_000000445
JI01_000572821,MZP_000003759
JI01_000722232,MZP_000003760
