LIZ1_000000417,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIZ1_000000442,0,0,26,2,20,25,49,26,42,24,2,0,2,0,1,1,0,1,0,0,0,0,1,6,7,0,0,0,185,100
LIZ1_000000451,6761,0,0,1,0,1,0,0,0,2,2188,2,6072,8,4,11,128,231,335,24,42,64,21,9,32,1732,589,1991,1,18
LIZ1_000000455,64,1,0,0,2,3,1,1,12,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
LIZ1_000000508,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIZ1_000000558,0,113,10,4,9,5,5,14,3,8,0,0,1,15,12,5,44,52,38,23,13,12,1,3,1,6,2,10,46,40
LIZ1_000000571,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LIZ1_000000572,232,2,7,6,1,5,1,0,6,12,199,4,316,13,55,85,85,130,277,8,39,70,15,14,28,2566,4595,3232,6,12
LIZ1_000000585,0,24,0,3,13,49,21,4,10,15,0,5,0,4,0,3,0,0,0,0,0,0,4,6,11,1,0,0,15,6
LIZ1_000000643,0,0,0,0,0,0,0,11,25,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIZ1_000000674,213,1,213,311,1,7,3,5,1,7,92,47,600,52,88,135,17,68,65,508,910,2177,925,984,3109,25,25,100,2,28
LIZ1_000000740,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,18,55,44,41,842,830,0,0,0,0,0
LIZ1_000000745,0,309,8,12,81,56,29,4,3,5,1,3,0,4,5,0,6,5,3,0,0,0,5,1,7,0,1,8,51,64
LIZ1_000000837,0,7,8050,1016,1,0,0,1,0,0,0,1,1,1383,4835,1250,26,411,360,4,42,59,0,1,2,7,10,7,44,27
LIZ1_000000855,64,0,1,0,0,1,1,174,1730,222,712,0,222,0,1,2,2,77,688,0,3,0,1,1,0,13,284,82,0,2
LIZ1_000000912,0,0,0,0,0,0,0,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIZ1_000000915,0,0,0,0,4,336,472,583,2596,2268,0,0,0,10,1,0,2,0,1,1,1,0,46,0,0,0,1,0,29,12
LIZ1_000000978,5,142,2,1,180,129,169,234,197,290,47,407,76,7,0,0,1,2,1,49,1,1,598,4,0,2,10,8,76,37
LIZ1_000000999,1,24,7,6,0,1,1,1,0,1,1,0,1,3585,2583,756,4243,341,1703,1561,1718,611,4,2,7,42,20,13,7,2
LIZ1_000001033,0,0,0,4,7,10,15,1,1,2,1,4,2,1,15,13,5,51,26,9,7,2,5,0,1,15,1,5,0,1
LIZ1_000001043,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIZ1_000001053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIZ1_000001090,0,0,0,0,14,7,16,13,17,7,0,8,0,0,0,0,0,1,0,0,0,1,6,0,9,0,0,0,0,0
LIZ1_000001126,0,0,0,0,0,0,0,6,21,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIZ1_000001149,14,0,0,0,0,0,0,0,0,0,12,0,2,1,0,3,6,9,6,25,57,28,189,269,52,1,9,4,0,0
LIZ1_000001154,0,0,2,0,1,8,4,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LIZ1_000001216,0,5,19,15,12,28,13,1,2,6,2,2,1,0,2,3,0,0,2,0,2,3,1,0,3,1,1,6,11,20
LIZ1_000001245,761,0,1,2,1,1,1,0,0,3,1981,2,422,0,0,0,2,1,1,661,0,1,514,2192,2289,1,487,225,15,283
LIZ1_000001270,0,0,1,0,44,184,130,0,0,1,1,0,0,125,133,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LIZ1_000001298,2,25,7,6,132,83,27,128,68,108,0,51,4,7,0,1,0,2,0,0,0,0,1,8,30,219,3,8,1,1
LIZ1_000001351,1,0,0,0,2,0,4,1,0,1,3,2,0,2,2,0,2,5,1,1,4,1,9,6,1,0,4,8,7,2
LIZ1_000001378,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,4,2,0,0,0,0,0
LIZ1_000001424,0,1,0,0,0,0,0,0,0,0,0,0,0,25,49,55,4,0,3,5,7,8,0,0,0,0,0,0,0,0
LIZ1_000001439,0,0,13,51,1,2,0,0,0,0,0,4,0,3,2,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LIZ1_000001545,0,102,291,512,120,213,165,2,8,81,0,426,5,561,249,455,295,441,323,254,308,203,41,125,406,53,48,197,134,65
LIZ1_000001667,0,0,0,0,8,57,95,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
LIZ1_000001818,0,0,0,0,0,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIZ1_000001910,0,0,0,0,1,0,0,1,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIZ1_000002065,0,1,54,283,0,5,0,3,4,82,0,1,3,19,36,183,6,1,113,4,6,162,0,0,4,0,3,52,0,1
LIZ1_000002261,0,7,0,0,0,1,0,0,1,0,49,2,3,84,72,3,125,0,0,0,0,0,0,1,0,0,20,26,1,0
LIZ1_000002546,5,24,6,4,2,5,28,27,110,46,12,9,35,9,11,20,24,56,174,27,223,145,775,1834,997,15,106,95,151,68
LIZ1_000002638,0,2,199,265,4,12,3,1,0,2,0,50,1,2,1,0,2,2,3,23,646,695,1,297,1160,11,359,1717,1,10
LIZ1_000002706,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,241,114
LIZ1_000002757,0,0,0,6,0,0,0,0,0,0,0,0,0,2,3,3,3,3,6,0,0,0,1,0,0,0,0,0,0,0
LIZ1_000002973,0,3,12,42,0,1,0,1,0,0,2,0,13,2,66,483,0,1,74,1,2,71,0,0,5,0,3,43,4,21
LIZ1_000003023,2,0,2,13,0,0,0,2,0,4,0,0,18,3,15,57,4,2,12,6,0,23,0,0,0,1,0,36,0,4
LIZ1_000003100,0,0,0,2,0,0,0,0,0,0,0,0,13,175,44,63,19,5,96,14,26,212,0,2,15,6,13,148,0,3
LIZ1_000003107,31,0,7,21,0,1,0,1,2,1,34,0,3093,2,10,87,2,6,220,18,43,670,0,0,39,15,193,3527,0,16
LIZ1_000003121,1,419,24,7,1,0,0,0,3,1,0,1,0,1975,437,404,1181,135,143,611,230,129,2,0,0,118,20,21,28,24
LIZ1_000003393,110,36,0,1,1,1,0,1,1,2,87,2,71,3,1,1,23,228,58,28,52,22,9,11,12,128,121,153,35,26
LIZ1_000003502,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
LIZ1_000003644,15,6,1,0,0,2,1,9,22,6,1,0,3,3,1,3,5,12,0,2,0,2,3,0,0,5,0,0,7,0
LIZ1_000003665,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIZ1_000003704,0,0,3,105,0,0,0,0,0,1,0,0,6,13,19,293,0,0,75,1,0,16,0,0,2,0,0,33,0,4
LIZ1_000003774,0,0,0,0,0,3,3,9,12,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LIZ1_000003777,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIZ1_000003867,0,93,766,117,0,0,1,0,0,2,1,0,0,349,1638,4440,57,19,353,49,52,302,0,0,1,47,133,328,40,214
LIZ1_000003974,0,0,0,0,0,0,0,3,3,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIZ1_000003982,0,2,251,16,0,0,0,0,0,1,0,0,0,5,101,93,3,2,32,1,17,79,1,0,1,0,0,10,1,0
LIZ1_000003997,0,36,51,12,10,12,6,1,0,1,0,10,0,40,387,487,0,14,26,0,0,1,0,0,0,0,0,0,31,33
LIZ1_000004157,7,6,2,4,7,31,18,1,0,1,4,29,54,3,11,3,44,54,104,56,78,145,32,13,52,109,126,211,2,6
LIZ1_000004223,0,180,17,4,13,9,14,6,2,2,3,5,2,4,11,1,58,106,51,12,21,6,39,18,0,5,3,0,164,78
LIZ1_000004249,0,8,0,0,0,0,0,0,0,3,0,0,0,8,2,0,8,42,18,13,99,19,135,349,105,0,0,0,9,8
LIZ1_000004357,357,1,0,0,1,1,0,0,0,1,96,0,84,10,1,0,232,173,62,104,34,11,7,2,0,494,212,66,0,0
LIZ1_000004362,0,359,0,0,34,94,39,0,6,5933,0,3,0,0,10,5,1,5,48,0,0,1,0,3,8,0,0,3,25,11006
LIZ1_000004372,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
LIZ1_000004379,0,381,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,29
LIZ1_000004381,131,321,15,11,9,28,11,15,5,2,79,73,32,62,61,33,501,964,249,416,491,146,166,21,13,531,336,114,216,71
LIZ1_000004382,48,203,41,15,10,7,22,3,1,1,9,15,7,57,93,21,114,190,85,91,138,67,437,86,17,96,50,18,231,108
LIZ1_000004383,41,132,0,0,0,0,0,1,0,0,33,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,485,227
LIZ1_000004388,3,259,0,0,2,5,1,2,1,3,0,1,0,0,6,0,10,19,11,2,1,0,0,0,1,1,2,3,68,53
LIZ1_000004390,0,55,237,16,1,0,0,0,0,0,1,1,0,124,73,20,77,35,10,5,3,5,2,0,2,8,7,0,34,5
LIZ1_000004397,0,37,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LIZ1_000004398,0,77,0,0,0,0,0,0,0,0,0,2,0,2,0,3,5,0,3,0,0,1,13,1,0,0,0,2,46,109
LIZ1_000004400,0,33,7,1,0,0,0,0,0,0,0,0,0,13,6,3,15,0,2,0,1,3,0,0,0,0,0,0,3,2
LIZ1_000004402,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LIZ1_000004405,0,42,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,5,0,0,0,0,0,0,0,0,0,60,24
LIZ1_000004407,1,40,308,2,2,0,0,0,0,1,0,0,2,724,2648,410,180,49,44,6,17,15,1,0,2,0,1,1,25,18
LIZ1_000004413,0,28,42,13,0,1,1,0,0,0,0,10,1,12,2,4,2,4,15,7,0,0,0,0,0,0,0,0,53,120
LIZ1_000004415,0,52,6,0,0,6,8,0,15,7,0,3,1,1,0,0,0,0,2,0,4,1,2,0,0,0,0,0,12,13
LIZ1_000004419,0,44,9,0,1,0,0,0,0,0,0,2,0,30,21,38,8,11,8,17,12,12,1,4,0,6,3,0,52,32
LIZ1_000004420,0,13,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIZ1_000004427,0,21,0,4,1,0,0,0,0,0,0,0,0,222,113,35,61,15,10,30,12,21,0,0,0,5,3,2,5,3
LIZ1_000004428,0,25,1,0,0,0,0,0,0,0,0,0,0,153,135,66,54,14,24,21,15,32,0,0,4,8,0,3,13,8
LIZ1_000004429,0,84,704,77,0,0,0,0,0,0,0,6,0,460,326,108,170,94,81,79,52,37,11,6,0,6,3,1,80,15
LIZ1_000004431,0,23,27,1,0,2,0,0,0,1,0,0,1,1705,1117,155,380,248,109,100,98,125,1,0,1,29,29,10,12,13
LIZ1_000004440,0,33,1500,2054,94,190,20,18,33,249,0,30,7,89,321,716,4,13,121,14,31,111,2,2,9,6,16,17,11,89
LIZ1_000004441,0,29,0,0,0,0,0,0,0,0,0,0,0,4,3,0,10,1,6,65,7,14,67,9,1,9,2,0,0,3
LIZ1_000004453,0,43,0,0,51,74,22,0,1,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,49
LIZ1_000004458,4,29,0,0,1,24,7,0,0,1,1,5,10,0,0,0,2,1,3,4,3,7,0,0,1,9,2,10,9,19
LIZ1_000004467,1,35,24,4,15,1,0,3,0,0,0,6,1,148,114,35,3181,640,757,7702,2375,1087,570,56,7,1269,68,9,2,1
LIZ1_000004486,0,31,28,11,2,9,2,0,0,0,0,5,0,3,10,3,3,5,3,0,0,1,0,0,0,0,0,0,20,29
LIZ1_000004503,0,34,2,0,49,68,150,30,69,6,2,6,2,2,10,10,14,66,35,0,1,0,0,3,0,1,0,1,161,122
LIZ1_000004505,0,20,7,15,23,95,51,1,3,31,1,5,0,0,1,12,4,5,4,4,6,2,0,0,0,0,1,1,40,13
LIZ1_000004513,49,23,8,2,111,63,158,12,19,16,62,14,41,58,51,70,54,158,74,117,487,300,670,558,309,11,21,4,55,145
LIZ1_000004518,0,14,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,4,2,2,11,17
LIZ1_000004542,0,28,0,0,0,0,0,0,9,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LIZ1_000004544,0,19,231,41,1,1,0,0,0,0,0,0,0,4169,767,156,657,222,134,503,375,120,4,2,0,41,21,7,13,2
LIZ1_000004563,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIZ1_000004565,0,134,303,273,2,41,7,2,0,0,0,9,0,114,866,917,120,1141,884,9,28,48,7,0,1,1,11,41,472,289
LIZ1_000004588,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIZ1_000004611,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIZ1_000004622,3,18,4,0,1,0,4,0,0,1,0,2,0,11,0,1,4,5,2,4,3,3,19,2,2,2,0,0,6,0
LIZ1_000004626,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,25,26,0,0,0,0,0,0,0,5,15,15,14
LIZ1_000004633,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,15,35
LIZ1_000004656,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,21,9
LIZ1_000004682,0,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10
LIZ1_000004692,0,13,111,4,0,0,0,0,0,0,0,4,0,190,63,33,20,3,9,24,4,12,0,0,0,2,1,0,2,1
LIZ1_000004742,0,18,97,7,0,0,0,0,0,0,0,4,0,39,29,17,21,2,1,69,37,48,11,4,0,2,4,0,3,3
LIZ1_000004808,0,6,0,0,0,1,0,0,9,28,0,0,0,0,11,11,0,1,0,0,0,1,3,0,0,0,1,5,0,0
LIZ1_000004820,0,3,119,1170,5,34,1,0,0,171,0,5,0,6,32,133,1,4,23,2,2,47,0,0,3,3,1,17,0,7
LIZ1_000004833,0,4,0,0,0,0,0,0,0,0,0,0,0,1,6,11,6,15,20,2,3,6,0,0,0,0,0,2,4,8
LIZ1_000004840,0,2,8,7,6,24,20,0,0,5,3,5,2,1,2,1,3,10,13,2,9,11,3,3,1,2,8,6,21,22
LIZ1_000004860,1,6,324,278,1,1,0,0,0,19,0,0,0,31,331,415,3,3,50,1,1,14,0,0,0,0,2,3,3,32
LIZ1_000004863,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,3,2,3,0,12,6,0,1,0,0,9,1
LIZ1_000004867,0,16,249,200,0,42,27,1,0,6,1,0,0,0,1,4,1,119,149,0,0,0,0,0,0,0,14,18,6,10
LIZ1_000004882,0,3,4,9,33,50,8,0,1,28,0,17,0,3,4,15,2,1,3,1,0,0,0,0,0,0,0,0,4,5
LIZ1_000004899,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LIZ1_000004907,9,28,0,0,1,2,2,0,0,0,2,1,11,3,3,4,29,81,33,1,11,6,12,12,17,2,1,5,63,34
LIZ1_000004908,0,2,0,0,0,0,0,0,0,0,0,0,0,22,10,4,2,2,0,0,0,0,1,0,0,0,0,0,0,1
LIZ1_000004909,0,5,0,1,0,0,0,0,0,0,0,6,0,0,0,1,5,0,2,0,0,1,0,0,6,0,0,0,3,4
LIZ1_000004914,0,3,11,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
LIZ1_000004916,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIZ1_000004934,0,3,6,4,0,9,2,0,0,0,1,5,7,2,7,1,2,10,29,0,7,16,1,0,0,8,12,42,2,10
LIZ1_000004942,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
LIZ1_000004955,0,5,0,0,0,2,0,0,0,0,0,3,1,0,2,1,0,0,0,2,0,1,0,0,0,2,1,0,2,10
LIZ1_000005009,0,7,11,29,0,2,0,0,0,0,0,4,0,12,46,28,6,5,7,10,29,28,44,30,64,4,4,18,7,20
