id,1,11,14,16,19,21,23,24,26,28,3,35,4,40,41,44,45,46,49,50,51,53,55,57,58,60,61,63,7,9
LIZ1_000000001,36,523,0,3,3586,1998,2975,3978,2392,2038,36,14,11,3,2,9,0,0,8,1,3,0,2,0,0,6,2,2,1248,642
LIZ1_000000002,195,106,91,36,468,232,467,4988,3473,1686,103,708,115,349,266,157,892,2100,709,442,841,274,184,94,36,443,369,192,200,84
LIZ1_000000003,129,0,24,11,6,3,5,4764,2773,2987,97,19,185,0,4,10,177,132,149,82,101,112,178,64,81,402,448,861,5,17
LIZ1_000000005,67,165,1,1,372,1018,1318,1148,500,337,79,1,42,2,1,0,0,0,0,0,0,0,0,0,0,16,0,1,1093,599
LIZ1_000000006,22,1,0,0,2,0,0,183,208,526,48,1,26,2,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0
LIZ1_000000009,0,40,56,68,35,44,36,303,368,562,0,2,0,0,1,0,0,63,139,0,0,0,1,0,0,0,0,1,0,0
LIZ1_000000012,64,305,41,5,875,198,1056,2489,1275,290,106,77,23,172,309,72,153,788,358,72,143,96,88,155,37,41,99,32,928,275
LIZ1_000000014,0,0,0,0,1,0,0,150,191,723,0,43,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
LIZ1_000000015,0,1,0,0,1,2,0,773,796,1292,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
LIZ1_000000027,11,0,0,0,0,0,0,211,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LIZ1_000000028,1247,1432,2550,62,1087,478,3912,2778,5534,1198,2380,88,1511,416,1585,561,396,1677,1974,205,980,807,239,238,187,429,2001,531,6720,3559
LIZ1_000000029,0,58,4,0,78,44,52,160,116,131,2,28,2,0,39,32,189,33,32,3,0,0,1,1,1,1,0,0,0,1
LIZ1_000000037,97,74,26,24,64,30,90,142,87,44,289,20,91,142,261,189,195,415,527,26,140,125,281,485,134,65,119,53,628,887
LIZ1_000000038,4650,2141,201,45,2670,604,1898,1440,897,272,4484,496,1473,1242,1213,788,1303,2915,1329,2407,2788,1670,4569,4692,1419,2340,1937,943,2532,1307
LIZ1_000000040,2,28,3,0,2,15,8,56,0,0,0,0,0,2,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,0
LIZ1_000000047,0,0,0,0,1,0,1,137,255,176,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIZ1_000000055,0,0,6,4,3,3,4,90,113,104,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,0,0,23,33
LIZ1_000000057,29,217,50,32,764,400,445,906,550,893,41,1078,68,119,55,60,334,94,69,26,125,90,413,102,119,555,187,214,136,76
LIZ1_000000061,89,131,10,3,26,15,88,128,235,126,218,2,112,189,245,65,398,1012,836,57,308,136,68,76,34,96,574,262,380,134
LIZ1_000000065,0,0,0,0,6,17,12,31,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIZ1_000000070,0,0,0,0,4,17,27,90,26,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
LIZ1_000000076,34,418,21,24,321,204,205,57,6,8,1,16,1,0,0,3,0,0,0,0,0,0,31,0,0,0,0,2,1314,1026
LIZ1_000000078,1,499,275,126,1312,886,1901,340,786,429,13,66,9,8,52,13,0,2,8,2,0,0,71,112,69,22,2,2,101,53
LIZ1_000000088,14,0,0,0,0,1,1,34,37,26,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,5,1,0,0
LIZ1_000000105,0,7,12,0,3829,2413,2820,37,52,174,1,46,1,1,0,1,2,0,0,0,1,0,0,0,0,1,0,2,42,32
LIZ1_000000110,0,3,0,1,11,11,7,51,88,95,3,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
LIZ1_000000115,0,14,25,15,62,43,81,30,29,26,0,41,0,195,77,28,3,279,87,2,2,4,586,75,21,78,64,33,1,0
LIZ1_000000119,18,1053,1483,2012,10789,15000,8084,57,81,1386,15,21187,50,3154,954,977,503,393,342,418,164,127,559,957,3852,58,57,134,1282,925
LIZ1_000000123,0,0,0,0,28,10,11,19,1,4,0,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,11
LIZ1_000000126,138,0,1,2,0,0,0,51,45,62,164,0,213,0,1,0,14,26,53,9,25,49,6,2,13,19,69,101,0,1
LIZ1_000000131,0,4,0,0,0,0,0,177,1378,350,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,1
LIZ1_000000133,0,0,0,0,0,0,0,32,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIZ1_000000137,0,0,0,0,0,1,2,12,0,0,0,0,0,16,11,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LIZ1_000000139,0,9,5,0,145,101,288,37,123,63,16,8,13,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,245,117
LIZ1_000000142,498,0,0,0,4,6,3,41,26,79,211,1,623,1,1,0,27,23,49,42,58,33,18,25,85,257,142,170,0,0
LIZ1_000000147,3,2,17,5,1,1,6,5,8,11,3,9,11,8,6,22,6,8,44,3,15,11,2,2,8,5,36,37,3,8
LIZ1_000000158,0,0,0,0,12,1,0,17,65,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17,0,0
LIZ1_000000166,8,8,84,60,11,44,2,8,5,9,0,2,5,4,3,5,36,139,121,26,28,28,102,90,143,14,55,129,50,46
LIZ1_000000167,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIZ1_000000180,0,1279,6,2,36,118,92,1,1,22,1,70,0,16,31,21,89,121,172,3,0,1,6,0,1,0,1,2,2492,744
LIZ1_000000187,0,0,0,0,0,16,8,7,11,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LIZ1_000000192,0,6,149,92,1,17,1,2,0,0,0,0,0,5,6,31,1,1,0,0,1,0,0,0,0,0,0,0,1,22
LIZ1_000000200,506,2343,204,167,16,35,9,14,4,8,485,207,486,956,1026,1878,4007,5741,3775,2060,2567,2478,7712,4392,3175,2080,1507,1023,2915,2563
LIZ1_000000203,0,0,0,0,0,0,0,33,102,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIZ1_000000210,0,0,0,0,0,0,0,18,90,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIZ1_000000212,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIZ1_000000219,0,0,0,0,0,0,0,16,21,52,6,5,7,3,8,5,2,22,17,0,27,11,0,0,0,13,25,60,0,0
LIZ1_000000222,255,438,14,17,24,14,23,43,14,11,240,94,42,89,181,46,620,716,385,698,1557,174,213,75,16,1595,857,115,686,177
LIZ1_000000228,0,37,144,377,114,443,95,1,8,104,1,499,3,287,77,213,187,92,164,24,14,8,9,18,462,10,4,22,33,29
LIZ1_000000240,22,70,71,4,15,3,28,71,130,21,26,5,13,11,38,19,5,24,15,8,41,17,3,5,6,12,19,11,268,133
LIZ1_000000243,0,0,0,0,0,0,0,9,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIZ1_000000244,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIZ1_000000245,0,2,0,0,0,0,0,4,6,10,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIZ1_000000248,240,13146,2305,498,22,2,6,1,3,2,30,784,119,2660,720,921,4200,703,2356,6367,933,3733,874,52,59,4676,486,81,701,550
LIZ1_000000253,0,0,0,0,0,5,1,7,38,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIZ1_000000256,5,7,19,17,4,8,8,8,19,24,5,7,9,16,16,16,3,10,8,0,1,1,7,15,19,6,2,1,4,0
LIZ1_000000259,1,1,0,0,4,1,6,30,51,70,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIZ1_000000260,4,3,4,5,1,0,0,2,0,0,0,1,0,2,2,12,0,2,4,9,0,0,2,0,0,3,1,3,0,0
LIZ1_000000265,0,0,0,0,0,0,0,18,0,0,0,39,0,0,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIZ1_000000274,0,0,0,0,1,0,0,3,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIZ1_000000289,7302,0,1,8,4,3,0,10,6,4,9558,3,6484,49,54,18,319,663,741,443,1204,759,275,306,134,5698,8000,4146,3,13
LIZ1_000000299,3,93,684,588,228,369,424,11,52,286,0,777,2,840,203,794,233,430,243,152,227,90,27,68,1052,49,19,86,362,37
LIZ1_000000308,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIZ1_000000311,29,1,8,7,2,1,6,0,0,0,76,0,182,5,56,16,1,0,2,103,1061,796,3419,5577,3622,4,0,8,2,8
LIZ1_000000325,0,9,5,9,7,1,1,6,0,1,0,13,0,57,40,11,24,15,10,3,0,0,19,6,9,1,0,2,2,2
LIZ1_000000363,0,0,0,1,1,0,0,37,64,95,5,0,4,0,0,0,0,2,0,0,2,1,3,1,6,0,1,6,0,0
LIZ1_000000376,0,0,7,1,18,80,16,3,7,63,0,11,0,0,0,0,1,0,0,0,3,2,0,0,0,0,1,2,14,17
LIZ1_000000380,358,3,2,2,14,5,3,4,2,3,215,5,536,274,817,1387,121,229,435,446,3811,4156,99,95,154,106,198,282,0,9
LIZ1_000000406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
