id,1.BT,1.PS,10.BT,10.PS,11.BT,11.PS,12.BT,12.PS,13.BT,13.PS,14.BT,14.PS,15.BT,15.PS,2.BT,2.PS,3.BT,3.PS,4.BT,4.PS,5.BT,5.PS,6.BT,6.PS,7.BT,7.PS,8.BT,8.PS,9.BT
LizaZoop_000062529,1,1,1,0,0,1,0,6,1,0,0,0,26,8,0,0,0,0,0,0,0,1,0,3,7,25,2,9,0
LizaZoop_000062966,918,409,141,114,65,42,27,35,555,536,7,17,68,47,607,255,483,99,26,33,289,183,88,82,11,11,5,3,10
LizaZoop_000065134,0,0,1,3,2,5,4,0,4,0,1567,1626,0,2,0,2,0,5,0,0,1,0,1,1,243,218,182,150,4
LizaZoop_000065748,10,17,0,0,0,0,55,26,5,0,8,5,30,29,0,0,0,0,22,45,0,1,10,2,0,0,1,2,0
LizaZoop_000065944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000066563,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,253,60,0,0,0,0,31
LizaZoop_000067630,2,0,1,0,0,0,3,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,679,405,0,0,0,1,64
LizaZoop_000068799,0,0,2,15,2,1,11,19,0,8,0,0,3,1,9,6,11,0,0,0,2,0,0,0,1,1,0,0,0
LizaZoop_000068882,22,42,12,1,41,23,50,24,18,31,2,6,0,0,18,10,84,50,16,10,26,18,6,7,1,1,86,53,22
LizaZoop_000068964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000069245,0,2,38,28,32,53,0,1,0,0,3,4,0,0,45,86,7,3,3,4,5,3,49,64,0,0,2140,41,0
LizaZoop_000069806,0,0,5,12,1,0,0,0,30,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000069990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,5,0,0,0,0,0
LizaZoop_000070050,3,5,1,1,0,1,34,12,3,2,99,129,8,6,0,1,4,2,6,6,0,0,15,9,933,590,271,396,38
LizaZoop_000070174,0,1,1,1,0,0,423,340,28,21,0,0,1,0,18,5,0,3,91,144,1,0,7,1,0,0,0,0,1
LizaZoop_000070949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
LizaZoop_000073907,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000074157,0,0,2,0,0,0,0,1,1,0,30,11,0,0,0,0,13,6,0,0,1,1,0,0,170,160,1,18,1
LizaZoop_000074184,0,0,0,0,0,0,0,0,0,0,27,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000074463,0,0,1,0,1,0,0,0,0,0,132,61,0,0,0,0,0,0,0,0,0,2,0,0,18,174,0,0,0
LizaZoop_000074554,0,0,0,0,0,0,0,0,0,0,98,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LizaZoop_000074638,0,3,0,0,0,1,12,7,26,25,0,0,0,0,11,35,4,2,3,7,3,8,2,9,0,0,0,0,0
LizaZoop_000075107,0,0,5,5,1,3,11,15,2,28,9,10,254,19,1,1,1,1,1,0,2,0,1,0,1,2,11,5,80
LizaZoop_000075266,9,2,4,7,0,2,206,207,2344,1844,343,282,5338,6779,1,2,2,5,45,78,25,15,1292,1073,10,13,106,61,29
LizaZoop_000075971,0,1,9,10,2,0,4,8,1,0,194,195,2478,3311,12,11,0,0,13,43,0,0,106,79,41,59,25,20,0
LizaZoop_000079236,606,609,33,72,10,13,13,6,12,14,205,230,227,285,401,259,3,8,12,23,5,1,963,966,21,10,1220,925,134
LizaZoop_000080599,0,0,3,0,9,3,8,0,0,3,0,0,0,0,52,86,0,1,0,3,5,19,2,4,0,0,0,0,0
LizaZoop_000082694,0,4,1,0,0,0,1,7,3,1,0,0,0,1,2,6,1,0,1,4,1,2,0,0,0,0,0,0,0
LizaZoop_000083875,0,0,0,0,27,8,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
LizaZoop_000083963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000085481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0
LizaZoop_000086424,5,4,162,191,3,3,10,13,10,6,0,1,141,207,40,42,0,0,8,7,12,13,24,13,14,20,25,29,7
LizaZoop_000086874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LizaZoop_000088213,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000091201,3,7,0,0,1,0,34,0,39,65,0,0,0,0,0,0,0,0,12,14,14,6,1,3,0,0,0,1,0
LizaZoop_000091576,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000091612,0,0,76,332,10,366,28,226,79,207,24,41,80,203,5,3,0,2,1,3,3,2,3,7,8,18,36,88,298
LizaZoop_000091841,0,1,0,0,0,2,0,0,0,1,1,1,0,0,0,0,1,2,0,0,0,0,2,0,2,0,59,275,0
LizaZoop_000093418,0,0,0,1,0,0,91,11,107,65,0,0,0,0,1,0,0,1,24,31,3,3,22,26,0,0,0,1,0
LizaZoop_000096211,0,0,1,0,1,0,0,1,0,0,69,33,27,9,0,0,1,1,0,0,0,0,0,0,483,540,46,28,0
LizaZoop_000096513,45,38,2,0,2,1,2,0,7,6,0,2,0,1,0,5,0,3,0,0,18,20,3,1,0,1,0,2,99
LizaZoop_000096857,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000097162,6,4,3,0,76,306,478,244,1610,883,0,0,1,1,2,0,91,36,33,76,913,53,1,0,2,0,1,1,431
LizaZoop_000097434,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,112,0,0,1,0,0
LizaZoop_000102518,15,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,12
LizaZoop_000103295,123,68,16,3,21,11,26,31,135,135,15,24,47,42,180,360,98,3,15,8,24,34,12,6,10,4,1,0,275
LizaZoop_000103304,2,1,0,0,0,0,0,0,0,0,8,2,2,22,18,15,0,1,0,0,0,0,0,0,50,56,20,8,0
LizaZoop_000103305,1,1,4,1,1,3,8,10,1,2,0,2,0,0,81,130,0,0,24,26,2,8,1,3,0,0,0,0,0
LizaZoop_000103306,4,2,8,6,5,1,71,121,82,96,36,44,703,510,97,150,0,1,215,153,29,38,74,91,90,102,86,85,2
LizaZoop_000103312,4,1,42,64,0,0,13,10,65,69,0,1,1,0,276,297,0,2,4,5,15,15,3,2,0,2,0,0,2
LizaZoop_000103326,1,4,35,78,27,8,50,83,403,262,20,15,307,402,1237,848,37,32,112,159,384,412,109,179,80,43,55,42,5
LizaZoop_000103329,0,2,15,49,4,7,30,27,1,0,0,0,495,466,26,24,1,0,2,1,7,15,1,2,42,38,255,412,9
LizaZoop_000103334,0,1,0,0,4,1,21,1,0,0,0,0,0,0,12,6,0,0,0,2,0,1,0,0,0,0,0,0,0
LizaZoop_000103338,4,5,83,42,34,14,0,1,86,63,0,1,23,25,31,32,1,4,2,1,135,261,74,209,0,0,1,0,3
LizaZoop_000103390,0,0,0,0,0,0,18,24,0,0,0,0,0,0,19,31,0,0,5,4,0,0,10,2,0,0,0,0,0
LizaZoop_000103406,0,0,54,51,1,0,7,3,15,22,9,7,114,111,15,16,0,0,1,0,3,8,2,1,14,11,0,0,0
LizaZoop_000103481,5,1,1,0,0,0,2,0,0,0,0,1,9,20,12,4,0,0,1,0,9,8,9,5,29,37,8,17,0
LizaZoop_000103484,0,1,1,10,1,0,1,1,0,2,0,0,0,1,10,10,1,0,0,0,12,14,0,0,0,0,0,0,0
LizaZoop_000103532,0,0,12,28,0,0,0,5,8,0,0,0,3,0,160,463,0,2,12,18,11,19,19,37,0,0,0,1,1
LizaZoop_000103562,0,0,2,0,0,0,0,5,15,14,0,0,13,1,12,19,0,0,38,45,1,4,7,8,0,0,0,0,0
LizaZoop_000103571,4,2,0,0,0,1,0,0,0,0,0,0,8,5,3,3,0,0,4,10,2,4,0,1,13,16,12,18,0
LizaZoop_000103572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,1,0,0,0,0,0,0
LizaZoop_000103578,11,4,17,23,0,0,2,17,13,18,0,1,80,76,3,1,0,4,6,7,30,26,33,36,3,2,28,27,1
LizaZoop_000103592,0,0,0,0,1,0,0,0,0,0,0,2,0,0,6,32,0,1,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000103607,0,0,2,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,1,1,1,3,0
LizaZoop_000103609,0,0,1,1,0,0,0,0,0,0,0,0,1,0,18,10,0,0,0,0,0,0,1,0,0,0,0,0,0
LizaZoop_000103711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,4,4,4,4,0,0,0,0,0,0,0
LizaZoop_000103831,0,0,57,159,0,0,0,0,0,0,0,0,0,0,5,16,0,0,0,0,0,1,0,0,0,0,0,0,0
LizaZoop_000103850,0,1,0,2,0,0,1,0,0,0,0,0,58,57,3,30,0,0,4,3,18,6,0,0,9,4,5,13,0
LizaZoop_000103860,0,0,0,0,2,0,2,0,3,1,0,0,0,0,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0
LizaZoop_000104005,0,0,7,24,1,0,26,54,0,0,27,11,0,0,2,8,1,0,0,0,2,3,35,19,1,0,0,0,0
LizaZoop_000104113,0,4,3,0,0,0,0,23,0,0,0,0,0,0,9,14,0,0,7,4,2,0,0,0,0,0,0,0,0
LizaZoop_000104122,0,0,7,15,0,0,0,0,7,2,1,0,0,0,1,0,0,0,2,10,3,0,0,0,9,8,0,0,0
LizaZoop_000104168,0,0,4,7,0,0,0,0,0,0,3,0,0,0,1,3,0,0,0,0,1,0,7,14,2,4,1,0,0
LizaZoop_000104191,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,64,0,2,3,3,0,0,1,1,0,0,0,0,1
LizaZoop_000104221,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,1,0,0,0,0,0,0,7,10,0,0,0
LizaZoop_000104243,5,1,11,23,6,21,5,1,7,3,0,0,52,65,28,8,0,1,5,1,10,4,0,3,41,63,24,62,0
LizaZoop_000104333,0,0,1,0,1,0,4,6,0,0,10,16,0,0,8,6,0,0,3,6,0,0,125,124,0,0,3,2,1
LizaZoop_000104335,0,0,2,9,0,0,0,1,0,0,0,3,1,0,15,9,0,0,1,1,0,0,0,0,13,6,0,0,0
LizaZoop_000104386,0,0,1,0,0,0,0,2,0,0,0,0,0,0,5,4,0,0,2,1,0,0,0,0,0,0,0,0,0
LizaZoop_000104432,0,0,0,0,0,0,0,0,0,0,1,0,3,7,1,1,0,0,0,0,0,1,0,0,11,13,0,7,1
LizaZoop_000104460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000104482,0,0,0,0,0,0,201,77,5,18,1,0,42,79,2,1,0,0,65,40,2,0,3,2,2,3,28,15,1
LizaZoop_000104496,0,0,0,0,0,0,0,0,1,0,12,9,0,0,9,10,0,0,1,0,0,0,0,1,28,35,51,36,0
LizaZoop_000104502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,1,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000104806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,2,6,0,1,0,0,0,0,0,0,0
LizaZoop_000104892,31,23,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LizaZoop_000104939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,1,1,0,1,5,16,0,0,0,0,0
LizaZoop_000104980,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000105106,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LizaZoop_000105513,0,0,0,0,0,0,0,0,2,0,7,7,0,0,2,5,0,0,0,0,0,0,1,0,3,4,0,0,0
LizaZoop_000105776,0,0,8,9,0,0,0,0,0,1,0,0,0,0,15,13,1,1,5,7,0,2,4,6,0,0,0,0,0
LizaZoop_000106141,0,0,0,0,0,0,21,11,10,19,0,0,26,10,0,3,0,1,26,29,1,0,1,1,0,0,0,0,0
LizaZoop_000106462,0,0,2,7,1,0,0,0,0,0,1,10,0,0,11,29,0,0,0,0,0,0,34,37,5,2,17,18,0
LizaZoop_000106481,59,63,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,1,2,70
LizaZoop_000106511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000106934,0,0,5,29,4,7,29,32,681,539,0,0,0,0,4,4,0,0,4,0,9,6,8,8,1,0,1,0,1
LizaZoop_000107621,3,3,5,18,0,2,11,28,1,6,15,1,316,74,235,8,1,0,2,2,2,8,6,14,103,142,56,76,7
LizaZoop_000107831,0,0,1,13,0,0,36,13,0,0,0,1,10,7,2,83,0,1,17,20,5,0,7,14,2,0,0,0,0
LizaZoop_000108477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000108571,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,19,11,0,0,0
LizaZoop_000108678,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0
LizaZoop_000108859,0,0,0,0,0,0,2,7,4,11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LizaZoop_000109164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000109699,0,0,0,0,0,0,0,0,0,0,59,27,0,0,1,0,0,0,0,0,0,0,0,0,62,48,1,2,0
LizaZoop_000110232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000110901,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,29,16,0,0,0,0,0
LizaZoop_000111025,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
LizaZoop_000112045,2,4,0,0,1,2,22,5,1,0,1,3,42,26,1,0,0,0,0,0,7,13,2,1,67,66,7,20,1
LizaZoop_000113226,0,0,0,0,1,2,0,0,2,0,1,0,0,0,3,0,1,0,0,1,0,0,195,225,0,0,0,1,0
LizaZoop_000113962,0,0,2,0,1,1,0,0,21,9,25,22,41,35,1,0,0,0,0,0,0,0,13,20,0,0,206,128,1
LizaZoop_000116147,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0
LizaZoop_000116479,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000116923,0,1,0,0,0,0,15,22,11,3,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0,0,0,31
LizaZoop_000121378,9,20,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,2,2,3,3,0,0,0,0,0,0,0
LizaZoop_000121969,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,0,0,3,0,1,0,0,0,0,0,2,0
LizaZoop_000122171,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,1
LizaZoop_000122930,0,1,1,1,1,0,5,5,7,30,7,6,25,21,0,0,0,1,58,112,94,105,15,33,2,1,2,17,2
LizaZoop_000123573,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,1,4,1,1,6,10,0,0,0,0,0
LizaZoop_000124108,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,20,29,0,0,0,0,0,0,0,0,0
LizaZoop_000124187,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000126513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
LizaZoop_000131661,2,1,5,2,0,1,1,0,27,16,0,0,44,86,16,1,0,0,2,1,10,7,2,0,2,6,24,35,6
LizaZoop_000132968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,3,3,3,1,0,1,0,0,0,0,0
LizaZoop_000134103,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,7,0
LizaZoop_000135527,0,0,186,269,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000135642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
LizaZoop_000136514,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,1,7,0,0,0,0,0,0,0
LizaZoop_000137470,0,0,5,16,0,0,0,0,31,4,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0
LizaZoop_000137798,0,0,17,285,1,16,0,94,35,358,0,12,35,106,0,2,0,0,1,6,1,2,0,2,0,10,3,6,0
LizaZoop_000137904,11,9,11,26,1,1,25,6,6,8,12,5,224,160,0,0,1,2,4,9,27,17,1,0,199,274,68,105,4
LizaZoop_000139143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000140173,0,0,14,0,0,0,9,4,88,63,0,0,42,23,0,0,0,0,0,1,0,1,1,7,0,0,0,0,0
LizaZoop_000141677,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LizaZoop_000143826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,0,0,2,2,0,0,0,0,0,0,0
LizaZoop_000147734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000151162,0,0,0,1,0,0,1,0,59,49,1,1,0,0,1,1,0,1,1,1,185,220,7,6,0,1,1,0,2
LizaZoop_000152619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000153424,13,19,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LizaZoop_000159175,2,1,0,1,0,0,0,4,1,0,0,0,0,0,1,2,0,0,0,2,0,1,0,0,0,0,0,0,0
LizaZoop_000159265,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000162145,0,0,0,0,31,290,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
LizaZoop_000165755,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,28,7,0,0,3,0,0
LizaZoop_000172287,0,1,0,0,0,1,0,0,0,1,36,28,1,0,0,1,0,1,0,1,0,0,1,1,1,1,700,746,0
LizaZoop_000174535,0,1,0,1,0,0,2,0,0,0,263,321,0,0,1,0,0,0,0,0,0,0,0,1,87,42,12,5,0
LizaZoop_000175265,0,0,0,3,1,0,3,13,0,5,95,83,1,0,1,11,2,1,0,1,0,0,0,5,10,32,406,268,0
LizaZoop_000175562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0
LizaZoop_000175982,0,8,0,0,1,1,0,0,1,1,54,62,3,1,0,0,0,0,2,4,2,1,3,3,15,2,144,219,11
LizaZoop_000176223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000176752,0,0,5,67,1,0,6,14,1,13,0,0,0,0,1,0,0,1,0,1,0,0,21,395,0,0,0,0,1
LizaZoop_000177044,6,9,22,35,1,0,1,0,77,10,1,0,1,1,8,310,1,3,67,59,203,178,16,12,1,0,4,2,3
LizaZoop_000177155,3,0,6,6,3,2,8,14,4,2,682,706,3,2,2,3,1,6,5,3,0,1,4,0,1530,2651,823,1454,3
LizaZoop_000177249,1,0,4,0,1,1,2,1,24,7,118,129,25,15,1,0,0,0,1,2,2,3,29,17,905,880,25,24,2
LizaZoop_000177429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,1,0,0,0,0,0,0
LizaZoop_000177649,0,0,8,8,2,3,128,144,22,6,0,0,0,1,0,1,4,5,142,44,5,1,0,0,1,0,1,3,2
LizaZoop_000177896,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000178262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,9,13,1,0,0,0,0,0,0,0,1
LizaZoop_000178532,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,3,0,0,1,2,5,0,2,0,0,0,0,0,1
LizaZoop_000180001,0,0,2,4,1,0,41,87,2,9,0,0,2,0,2,12,1,0,126,83,4,7,18,43,0,0,0,0,0
LizaZoop_000181145,0,0,1,0,0,0,26,42,66,94,13,7,536,1119,1,1,0,1,18,26,1,0,43,40,6,5,2,0,8
LizaZoop_000182270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
LizaZoop_000182564,0,0,2,1,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,87,188,0,0,1
LizaZoop_000183169,0,0,0,1,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,1,0,0,35,28,0,0,0
LizaZoop_000183607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000185275,0,0,0,0,0,0,0,0,1,1,0,0,0,10,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0
LizaZoop_000186849,1,0,4,1,1,2,2,1,1,0,674,160,1,0,2,0,3,1,2,2,0,0,3,3,552,1251,1,0,2
LizaZoop_000188337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
LizaZoop_000188863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
LizaZoop_000197798,0,0,1,0,0,0,2,0,0,1,19,28,1,0,1,1,0,3,1,1,0,0,0,1,486,393,4,21,0
LizaZoop_000200509,0,0,6,0,0,0,2,2,3,27,0,0,11,11,1,1,0,0,1,0,0,0,7,7,0,0,0,0,0
LizaZoop_000200701,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,63,0
LizaZoop_000202935,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LizaZoop_000203120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000204029,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0
LizaZoop_000205373,0,0,1,2,1,0,0,1,1,3,302,485,2,1,0,1,3,1,0,0,1,0,0,0,316,387,102,159,0
LizaZoop_000206666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000207291,0,0,0,0,0,0,26,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LizaZoop_000209227,0,1,0,0,78,50,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,159,155,0,0,1,0,1
LizaZoop_000209475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000213505,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,0,0,0,0,0
LizaZoop_000217807,48,38,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
LizaZoop_000218694,0,0,15,109,0,12,17,54,147,423,0,0,0,12,0,0,0,1,3,2,0,0,1,2,0,0,0,0,12
LizaZoop_000219318,0,0,0,0,0,0,0,5,6,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000219997,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,410,173,0
LizaZoop_000222344,0,0,1,1,0,1,0,0,1,0,991,939,2,0,3,0,0,1,0,1,0,1,0,0,0,0,7,0,1
LizaZoop_000225926,0,0,1,1,0,0,0,0,0,0,136,84,2,0,5,4,0,0,0,0,1,1,0,0,7,15,21,35,1
LizaZoop_000225945,120,67,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,1,1
LizaZoop_000225951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
LizaZoop_000226036,154,150,2,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,1,0,0
LizaZoop_000226037,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
LizaZoop_000226089,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000226609,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
LizaZoop_000226973,0,0,2,0,0,0,0,0,8,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000226981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
LizaZoop_000227034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0
LizaZoop_000228033,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
LizaZoop_000228109,74,116,0,1,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,145
LizaZoop_000230329,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LizaZoop_000232846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
LizaZoop_000233272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
