id,1.BT,1.PS,10.BT,10.PS,11.BT,11.PS,12.BT,12.PS,13.BT,13.PS,14.BT,14.PS,15.BT,15.PS,2.BT,2.PS,3.BT,3.PS,4.BT,4.PS,5.BT,5.PS,6.BT,6.PS,7.BT,7.PS,8.BT,8.PS,9.BT
LizaZoop_000234105,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000234129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,0,0,1,0,0
LizaZoop_000237090,0,0,0,0,0,0,0,1,0,0,7,7,0,1,0,0,0,0,0,0,1,0,0,1,32,29,116,66,0
LizaZoop_000237249,0,0,6,2,1,2,1,0,16,16,0,1,1110,123,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0
LizaZoop_000237955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
LizaZoop_000239365,0,1,4,1,1,1,0,0,3,2,104,212,1,2,3,0,0,1,0,0,0,1,0,1,553,1301,36,140,4
LizaZoop_000239610,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,133,58,0,0,0,0,1
LizaZoop_000241640,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
LizaZoop_000242022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000242858,0,0,0,0,0,0,28,53,92,45,3,0,30,24,0,0,0,0,9,16,9,8,10,3,4,3,2,0,0
LizaZoop_000243454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000243887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LizaZoop_000250888,0,0,0,0,0,0,4,0,0,2,0,0,4,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000254317,13,12,0,0,152,103,0,0,1,3,85,96,0,1,1,0,5,3,0,0,0,0,0,0,4,1,66,4,1
LizaZoop_000257113,1,0,1,0,0,0,0,0,0,0,44,41,0,0,0,0,0,0,0,0,0,0,0,0,31,22,0,0,0
LizaZoop_000257454,0,0,1,5,2,6,2,28,0,5,1,6,1,26,1,1,0,1,0,0,0,1,0,0,1,0,0,4,13
LizaZoop_000257968,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
LizaZoop_000258505,0,0,0,0,0,0,0,7,21,18,17,6,32,34,0,1,0,1,9,0,3,6,55,29,0,0,0,0,1
LizaZoop_000258897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000262047,0,2,0,0,0,0,0,1,0,0,19,2,0,0,0,1,2,0,1,0,1,0,353,60,0,0,2,1,8
LizaZoop_000262290,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000263209,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,36,30,0
LizaZoop_000270317,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,190,720,3
LizaZoop_000275528,2,1,1,1,0,0,0,1,1,2,0,0,1,1,2,1,0,1,1,1,2,2,1,1,0,0,0,0,0
LizaZoop_000275570,3,1,0,1,0,2,2,0,1,2,4,6,17,26,0,0,0,0,0,1,0,3,0,1,45,51,12,12,1
LizaZoop_000278422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LizaZoop_000278853,3,2,0,0,0,0,8,1,4,2,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0
LizaZoop_000279478,0,0,0,0,1,0,0,0,0,0,17,15,0,0,0,0,0,0,0,0,0,0,0,0,56,36,0,0,0
LizaZoop_000279999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,8,0,0,0,0,0
LizaZoop_000280444,1,0,0,0,0,0,6,13,14,0,3,3,39,20,0,1,0,0,8,4,4,10,16,21,6,4,7,4,0
LizaZoop_000280739,0,1,0,60,0,26,1,42,219,2501,0,11,6,22,0,1,0,1,0,1,1,4,4,26,1,5,0,15,0
LizaZoop_000287014,20,15,0,1,6,3,0,0,8,3,0,0,0,1,1,8,1,1,1,1,4,2,3,2,0,0,0,0,0
LizaZoop_000287041,15,16,1,0,0,0,0,0,0,0,1,2,3,5,0,0,0,0,3,8,0,1,0,0,15,10,0,4,0
LizaZoop_000287087,8,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000287117,6,5,0,0,0,0,14,7,13,0,0,0,0,0,0,0,0,0,15,8,0,0,1,5,0,0,0,0,0
LizaZoop_000287210,2,5,0,1,15,6,559,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000287213,3,3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
LizaZoop_000287226,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32
LizaZoop_000287329,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000287346,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000287350,12,16,0,0,0,0,223,147,0,0,0,0,0,0,1,0,1,1,99,94,1,1,0,0,0,0,0,1,31
LizaZoop_000287380,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0
LizaZoop_000287462,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
LizaZoop_000287528,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,3,0,0,0,0,0,0,0,0,28
LizaZoop_000287642,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
LizaZoop_000287958,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000287970,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
LizaZoop_000288002,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,0,0,41
LizaZoop_000288180,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000288240,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
LizaZoop_000288990,35,29,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000289896,4,3,0,0,0,0,37,59,0,0,0,0,0,0,0,0,0,0,9,13,3,12,0,1,0,0,0,0,0
LizaZoop_000290252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000290992,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000295107,1,0,0,0,1,1,0,0,6,0,129,234,0,0,0,0,0,0,0,0,0,0,0,0,30,17,5,11,0
LizaZoop_000295606,1,0,2,2,7,19,4,12,5,0,7605,7721,4,4,0,2,2,0,0,1,2,1,2,2,1636,1040,467,240,1
LizaZoop_000296452,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,0,0,0
LizaZoop_000296634,3,2,5,0,0,0,1,0,3,2,0,0,0,0,1,3,0,0,10,28,96,134,206,569,0,0,1,1,33
LizaZoop_000297243,0,1,0,5,0,0,0,0,0,0,17,9,0,0,1,0,0,0,0,1,0,0,13,16,0,0,1,1,1
LizaZoop_000297713,4,15,0,0,32,56,0,0,0,0,6,20,0,0,0,0,0,0,6,1,0,1,11,13,0,0,5,13,193
LizaZoop_000298887,13,26,0,0,0,12,10,5,15,0,28,5,8,0,0,4,1,6,5,13,3,4,0,1,39,56,1,2,104
LizaZoop_000299416,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000299478,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000301415,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000302944,0,0,11,67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0
LizaZoop_000306144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000313176,0,0,18,33,0,0,0,0,0,0,25,20,0,0,0,0,0,0,1,0,2,7,2,6,129,97,3,8,1
LizaZoop_000313205,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,21,31,0,0,1
LizaZoop_000313918,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
LizaZoop_000314083,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000314543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,13,0,0,0,0,0,0,0
LizaZoop_000316618,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000317279,3,3,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LizaZoop_000317566,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LizaZoop_000318262,3,18,0,0,0,0,89,78,115,43,0,0,2,10,0,0,0,1,56,32,1,2,11,8,0,0,0,0,86
LizaZoop_000319234,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000324174,0,0,0,0,0,0,0,0,0,0,26,40,33,82,0,0,0,0,0,0,0,0,4,8,5,14,1,0,0
LizaZoop_000326500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LizaZoop_000327764,17,6,0,0,0,1,0,1,0,0,24,31,1,0,8,15,1,0,0,0,0,0,1,0,6,10,0,0,0
LizaZoop_000327834,21,15,2,0,12,7,71,119,187,79,19,30,329,119,0,0,0,5,13,15,93,131,57,117,1,0,1,0,115
LizaZoop_000328309,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
LizaZoop_000328574,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000328716,3,3,0,0,0,0,0,1,0,0,37,38,7,10,6,7,0,0,0,0,0,0,1,2,1,0,0,0,0
LizaZoop_000329096,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0
LizaZoop_000329674,0,0,0,0,0,0,3,0,0,0,0,0,105,81,0,0,0,0,3,8,0,0,0,0,0,0,0,0,12
LizaZoop_000329861,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000330351,0,0,5,1,0,0,4,13,0,5,5,3,20,103,4,1,0,0,4,3,20,18,0,0,48,107,19,60,2
LizaZoop_000333371,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0
LizaZoop_000337739,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0
LizaZoop_000339906,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000341500,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
LizaZoop_000343983,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000348111,0,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,106,171,0,1,1
LizaZoop_000348486,1,1,1,5,0,0,0,1,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000355738,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000356784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,2,0,0
LizaZoop_000359600,4,1,0,0,0,5,0,0,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000365031,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,266,176,0,0,7,5,1
LizaZoop_000368644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,7,0,0,0
LizaZoop_000383333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0
LizaZoop_000383802,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000384017,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000384028,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,0,0,0
LizaZoop_000384412,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000388919,1,4,0,0,0,0,6,15,0,0,1,1,16,0,0,0,0,0,4,2,6,3,0,2,3,4,0,0,5
LizaZoop_000389204,0,0,0,1,0,0,0,4,0,0,50,120,0,0,1,3,0,0,0,0,0,0,1,1,2,7,4,7,0
LizaZoop_000395303,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000395459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000395564,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0
LizaZoop_000395961,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,5,3,0,0,0,0,0
LizaZoop_000396294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0
LizaZoop_000396665,0,0,1,0,0,0,6,2,1,7,1,1,122,15,0,0,0,0,0,2,31,15,2,7,30,11,6,11,2
LizaZoop_000401350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000403720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
LizaZoop_000403935,9,1,0,0,0,2,0,0,0,1,50,345,0,0,0,0,0,0,0,0,0,0,0,0,30,143,6,3,1
LizaZoop_000405587,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LizaZoop_000408247,0,1,0,0,0,0,19,24,5,7,0,0,0,1,0,0,0,1,9,25,1,1,49,76,0,0,0,0,0
LizaZoop_000409370,0,0,0,0,0,0,0,1,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000411567,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000412290,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000412533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000412797,0,1,4,2,0,1,1,0,1,0,7,11,58,47,0,0,4,2,1,0,3,0,1,0,521,1149,309,566,38
LizaZoop_000414219,0,0,0,2,0,0,0,0,8,585,0,0,0,0,0,0,0,0,0,0,1,5,0,3,0,0,0,2,0
LizaZoop_000415960,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LizaZoop_000416296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,7,0,0,0,0,0
LizaZoop_000416441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000431642,0,0,0,0,0,0,0,2,1,0,0,0,13,6,0,0,0,0,1,0,2,0,3,10,0,0,0,0,0
LizaZoop_000434592,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000441762,0,2,0,0,0,0,56,53,1,10,2,0,0,0,3,8,0,0,1,7,0,0,1,4,0,0,0,0,0
LizaZoop_000444524,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LizaZoop_000447606,1,0,1,0,1,0,2,0,0,0,2,0,1,0,0,0,1,2,0,0,2,0,0,2,429,592,1,14,2
LizaZoop_000449463,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,62,47,0,0,0,0,0
LizaZoop_000449464,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,76,4,0,0,8,2,0
LizaZoop_000449470,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,56,25,0,0,61,0,0
LizaZoop_000449471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,168,28,0,0,0,0,0
LizaZoop_000449474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100,88,0,0,0,0,0
LizaZoop_000449476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,58,0,0,0,0,0
LizaZoop_000449477,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,0,0,58,68,0,0,1,0,0
LizaZoop_000449478,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,81,53,0,0,0,1,1
LizaZoop_000449480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,63,0,2,0,0,1
LizaZoop_000449482,0,0,0,1,0,0,57,12,10,1,0,0,9,0,0,2,1,0,14,17,7,5,59,21,0,0,1,0,0
LizaZoop_000449487,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,143,61,0,0,0,0,0
LizaZoop_000449489,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,15,0,0,3,0,0
LizaZoop_000449492,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0
LizaZoop_000449501,0,0,0,0,0,0,9,6,1,8,0,2,55,19,0,0,0,1,5,2,9,18,41,46,0,0,1,0,0
LizaZoop_000449512,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22,14,0,0,0,0,0
LizaZoop_000449513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0
LizaZoop_000449525,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,5,0
LizaZoop_000449528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0
LizaZoop_000449532,0,0,22,0,0,0,1,0,29,2,0,0,20,0,0,0,0,0,1,1,2,0,31,32,0,0,0,0,0
LizaZoop_000449539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,53,0,0,0,0,0
LizaZoop_000449541,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0
LizaZoop_000449544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,0,0,0,0,0
LizaZoop_000449551,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,23,16,0,0,1,0,0
LizaZoop_000449554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18,22,0,0,0,0,0
LizaZoop_000449563,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,1,0,0
LizaZoop_000449565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,0,0,0,0
LizaZoop_000449571,0,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,48,69,4,1,1,1,0
LizaZoop_000449585,0,0,0,0,0,0,0,0,7,0,139,80,17,12,0,1,0,2,0,0,0,0,8,8,2,10,7,14,0
LizaZoop_000449586,0,0,1,5,0,0,15,19,4,20,2,0,73,94,6,1,0,1,7,5,7,7,27,23,8,9,0,1,0
LizaZoop_000449593,0,0,0,0,0,0,27,35,380,341,1,0,0,0,1,0,0,0,0,1,50,43,41,24,1,0,0,0,0
LizaZoop_000449597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,0,0,0,0,0
LizaZoop_000449606,2,6,1,2,0,0,23,72,0,3,0,0,0,0,0,0,0,0,40,56,0,2,11,8,0,0,0,0,27
LizaZoop_000449611,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0
LizaZoop_000449615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,0,0,0,0,0
LizaZoop_000449641,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0
LizaZoop_000449644,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,2
LizaZoop_000449650,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0
LizaZoop_000449659,0,0,0,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0
LizaZoop_000449665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,0,0,0,0,0
LizaZoop_000449667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0
LizaZoop_000449673,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,33,0,0,1,0,0
LizaZoop_000449677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0
LizaZoop_000449684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,1
LizaZoop_000449689,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
LizaZoop_000449708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0,0,0,0,0
LizaZoop_000449709,0,0,0,0,0,0,1,0,91,95,0,0,23,44,0,0,3,1,1,1,8,9,5,10,0,0,0,0,0
LizaZoop_000449710,0,0,1,1,0,0,222,143,60,45,0,0,1,0,0,0,0,0,9,12,8,7,84,20,0,0,0,0,0
LizaZoop_000449717,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,227,234,0,0,0,0,1
LizaZoop_000449736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
LizaZoop_000449739,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47,34,0,0,0,0,1
LizaZoop_000449752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0
LizaZoop_000449766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,0,0,0,0,0
LizaZoop_000449776,0,0,0,0,0,0,15,23,0,1,0,0,0,0,0,0,0,1,16,32,0,0,2,23,0,0,0,0,0
LizaZoop_000449785,0,0,0,0,0,0,0,0,0,0,0,0,132,42,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0
LizaZoop_000449801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0
LizaZoop_000449804,0,0,0,0,0,0,0,0,6,1,0,0,15,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0
LizaZoop_000449822,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,6,6,0,0,16,24,0,0,0,0,0
LizaZoop_000449826,0,0,0,0,0,0,0,0,0,0,0,0,12,15,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0
LizaZoop_000449849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0
LizaZoop_000449853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,31,0,0,0,0,0
LizaZoop_000449859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,1,3,22,1,0,0,0,0,0
LizaZoop_000449886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
LizaZoop_000449892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0
LizaZoop_000449901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
LizaZoop_000449922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,7,0,0,0,0,0
LizaZoop_000449981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LizaZoop_000450023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0
LizaZoop_000450040,0,0,0,0,0,0,0,0,9,0,0,0,2,3,3,4,0,0,6,1,0,0,37,28,0,0,0,0,0
LizaZoop_000450083,0,0,0,0,0,0,33,29,3,8,16,48,254,346,3,1,0,0,0,1,1,2,18,34,1,0,38,31,0
