id,2,5,8,10,15,17,20,22,25,27,31,32,33,36,38,39,42,43,47,48,52,54,56,59,62,64
JI01_000000004,31,3,927,483,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
JI01_000000016,0,0,2623,1630,0,9,502,1387,730,362,38,27,24,58,54,58,0,0,0,0,0,0,0,0,0,0
JI01_000000017,386,234,2087,3666,293,203,28,16,5,3,319,265,244,262,179,159,706,552,3425,2483,1529,1442,2847,3177,829,456
JI01_000000019,149,34,600,498,19,32,35,58,17,8,338,363,170,128,16,17,170,12,1182,351,928,420,92,30,556,107
JI01_000000020,0,0,436,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000000024,0,0,198,228,21,0,0,0,0,0,5,4,0,0,0,2,0,0,0,0,40,44,0,0,0,0
JI01_000000028,0,0,22,74,17,3,63,32,3,9,32,20,47,66,26,45,1,0,0,0,5,11,0,3,7,2
JI01_000000042,28,5,1281,683,0,0,1054,3008,2747,1061,403,417,296,99,16,48,1,3,0,0,0,0,0,0,0,0
JI01_000000053,0,0,14,78,188,459,7,0,1,22,4,2,16,6,42,26,313,390,9,129,9,32,0,7,4,11
JI01_000000060,0,0,2024,1316,0,18,236,157,2,32,55,99,56,119,44,64,54,1,73,50,1,1,0,0,0,0
JI01_000000065,0,0,20,1145,391,309,1,0,0,1,0,0,0,4,3,0,753,5904,46,1505,17,682,1,6,62,848
JI01_000000074,61,10,729,355,0,0,327,484,387,264,551,834,538,24,21,12,0,0,0,0,0,0,0,0,0,0
JI01_000000098,1106,572,2476,2994,2098,94,870,1451,2341,1293,5954,6331,9713,1609,158,112,696,277,527,496,393,634,241,181,708,472
JI01_000000103,141,55,196,142,66,105,196,468,3575,1565,2379,2283,969,571,322,163,325,199,2329,958,919,464,195,96,396,117
JI01_000000133,13,7,150,114,1,0,111,111,86,71,24,31,8,75,48,54,0,0,0,0,0,6,20,6,0,0
JI01_000000141,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000000149,0,0,0,8,0,0,0,0,0,0,0,0,11,0,0,0,0,1,1,0,0,0,0,0,0,0
JI01_000000165,0,0,62,55,71,0,0,0,0,0,0,0,0,0,0,0,705,604,179,240,313,333,1,0,29,11
JI01_000000169,0,0,1,63,142,312,3,1,0,3,0,0,0,14,69,107,10,59,13,229,15,199,4,241,26,133
JI01_000000187,22,0,1057,368,28,61,16,13,10,9,47,66,73,32,49,41,270,65,521,202,135,96,438,35,11,5
JI01_000000189,1,23,15,369,1150,2795,565,24,52,1144,186,281,1280,569,2632,2190,194,1306,18,280,27,321,3,21,23,96
JI01_000000213,19,8,345,235,27,0,125,317,352,324,179,148,64,230,109,139,85,11,51,19,92,38,238,139,173,50
JI01_000000214,102,32,265,142,4,0,61,56,166,76,31,34,2,17,12,4,210,27,548,270,186,92,85,24,297,24
JI01_000000230,23,51,1515,1052,1169,1162,5520,6630,126,2660,74,72,246,12263,12926,11046,965,1007,445,532,226,103,697,4228,104,77
JI01_000000239,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000000252,0,0,50,76,0,0,1,1,0,0,8,9,3,7,0,1,43,39,5,5,7,21,2,0,2,0
JI01_000000263,26,51,418,596,1573,302,6,8,3,2,0,0,0,245,76,40,443,350,463,1649,379,1894,62,66,213,108
JI01_000000269,0,0,5,23,0,0,0,0,0,0,0,0,0,0,0,0,44,64,6,7,1,1,0,0,0,10
JI01_000000302,0,0,263,262,28,0,16,41,5,3,38,19,23,63,7,14,24,6,113,102,22,21,24,6,0,1
JI01_000000304,3300,1207,2492,1488,178,35,425,1738,1052,262,293,351,115,632,134,111,876,179,1621,792,2326,1160,3428,994,1347,531
JI01_000000306,0,0,66,100,5,25,12,5,0,3,0,20,10,1,8,18,9,6,17,16,0,3,0,0,0,0
JI01_000000313,0,0,53,58,7266,879,0,0,0,0,14,0,8,1,17,14,3194,1158,377,463,44,69,6,0,6,3
JI01_000000322,0,0,0,64,319,2388,76,1,0,16,9,15,78,25,96,109,29,86,4,34,0,10,1,4,0,1
JI01_000000359,0,0,2101,918,19,3,161,281,10,11,80,46,3,332,162,564,2,0,0,0,0,0,0,0,0,0
JI01_000000500,24,14,276,447,58,40,26,74,5,4,29,53,21,104,21,15,117,22,197,164,220,129,209,56,87,10
JI01_000000536,0,0,10,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000000609,0,0,0,68,247,2613,49,1,0,14,17,0,61,0,64,32,77,422,6,72,0,29,0,0,0,25
JI01_000000616,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000000633,0,0,18,26,282,12,0,0,0,0,0,1,0,0,0,0,2477,260,84,137,6,23,0,2,0,9
JI01_000000665,0,29,0,5,7,4,0,0,0,0,0,0,0,0,5,0,4,1,0,0,0,0,0,0,0,0
JI01_000000679,0,0,103,103,18,26,9,3,1,0,0,0,0,53,0,5,6,11,7,11,0,0,0,0,0,0
