id,sample_10_381,sample_15_385,sample_17_385,sample_20_390,sample_22_390,sample_25_396,sample_27_396,sample_2_369,sample_31_398,sample_32_398,sample_33_,sample_34_398,sample_36_401,sample_37_400,sample_38_401,sample_39_400,sample_42_414,sample_43_414,sample_47_416,sample_48_416,sample_52_418,sample_54_418,sample_56_420,sample_59_420,sample_5_369,sample_62_424,sample_64_424,sample_8_381,sample_BL1,sample_BL2
JI01_000746720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,1,4,0,0,0,0,0,0,0,0,0
JI01_000233796,0,0,0,0,0,1,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
JI01_000058988,139,61,32,0,0,1,18,0,0,2,3,0,54,12,32,13,417,28,54,18,352,84,236,232,0,45,25,166,0,0
JI01_000107586,0,0,0,20,47,0,0,38,0,0,0,0,22,18,26,46,12,0,31,12,78,16,7,6,4,199,47,11,0,0
JI01_000627657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000721839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0
JI01_000005031,212,16,1,268,1265,5157,1736,50422,2525,1417,1186,68,357,109,128,153,395,96,23893,5947,18954,7091,2976,1694,19110,32086,19512,621,0,83
JI01_000000065,4069,733,356,6,0,0,2,0,0,0,4,0,9,7,14,0,3425,8535,246,3500,101,1975,2,13,0,236,2573,119,0,0
JI01_000000053,272,335,517,17,0,19,89,0,18,16,35,0,12,4,72,83,1379,555,79,306,48,85,0,15,0,19,35,66,0,0
JI01_000243674,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,11,14,110,16,8,0,0,0,0,0
JI01_000033038,13,136,18,58,88,128,65,55,164,178,37,0,82,14,22,11,68,4,56,30,10,5,86,60,7,7,7,20,0,0
JI01_000277510,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
JI01_000251645,25,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,30,13,11,4,28,15,1,0,10,9,0,0
JI01_000000074,1358,0,0,1294,3286,2466,900,376,1386,2502,1200,90,64,4,39,29,6,0,0,0,0,0,0,0,13,0,0,4524,0,0
JI01_000282482,0,0,0,0,0,305,349,1,10,4,3,0,11,3,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
JI01_000003989,87,91,24,10,31,10872,4443,425,1764,2164,1660,123,102,27,23,53,57,3,1020,313,300,149,349,167,122,1115,1576,63,0,0
JI01_000312763,0,0,0,0,0,263,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000000020,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2795,0,0
JI01_000000103,557,115,112,813,2975,23828,5471,810,6088,6742,2248,304,1525,723,582,399,1575,272,13324,2173,4246,1456,672,194,66,1863,356,1257,0,0
JI01_000000141,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0
JI01_000000149,17,0,0,2,0,0,0,0,0,0,29,0,0,0,0,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0
JI01_000000165,215,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3195,864,1144,612,1533,952,3,0,0,174,40,448,0,0
JI01_000000169,214,270,339,8,1,0,9,0,0,0,0,0,40,9,133,284,51,80,59,509,83,643,13,560,0,92,428,28,0,0
JI01_000000187,1385,43,70,57,75,87,39,159,115,171,139,0,105,105,81,108,1273,90,2940,479,618,257,1529,78,0,49,18,6640,0,0
JI01_000000189,1228,2196,3186,2418,203,335,4109,8,523,846,2958,301,1547,433,4763,5981,909,1904,83,655,150,927,16,54,28,116,295,92,0,0
JI01_000000239,9,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
JI01_000000252,280,0,0,1,8,0,0,0,11,24,8,0,23,5,0,4,204,53,57,10,39,57,9,0,0,10,0,278,0,0
JI01_000000269,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,100,22,21,3,1,0,0,0,0,24,33,0,0
JI01_000000306,316,9,29,46,40,1,9,0,0,59,22,0,1,14,10,51,33,6,109,30,4,12,0,0,0,0,0,507,0,0
JI01_000000322,226,578,2715,301,23,7,45,0,22,55,177,4,70,24,187,279,96,129,9,79,1,31,7,11,0,0,6,5,0,0
JI01_000000536,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,66,0,0
JI01_000000609,227,462,2958,157,9,0,72,0,32,0,145,0,0,36,106,93,353,620,26,143,0,68,0,0,0,0,56,0,0,0
JI01_000000616,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0
JI01_000000665,33,19,5,0,0,0,0,0,0,0,0,0,0,0,9,0,23,3,0,0,0,0,0,0,33,0,0,0,0,0
JI01_000000738,136,1104,3912,675,17,11,322,0,28,120,441,4,433,125,1234,1444,331,593,18,121,0,56,0,32,0,0,5,6,0,0
JI01_000000860,49,860,629,54,1,25,787,0,29,40,206,28,36,5,170,347,210,395,4,130,11,84,0,60,2,6,24,0,0,0
JI01_000000996,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0
JI01_000001036,96,26,0,149,4,0,13,0,6,32,15,8,5,0,6,14,31,14,12,2,0,4,0,0,0,0,14,10,0,0
JI01_000001050,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0
JI01_000001346,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000001361,32,0,27,6,0,0,0,0,0,0,0,0,0,0,1,7,5,0,0,0,0,0,0,0,0,0,0,4,0,0
JI01_000001402,5,0,0,0,0,0,1,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000001433,45,0,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,5,2,0,0
JI01_000001482,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000001716,239,26,0,228,165,28,72,0,67,108,210,12,210,63,28,87,1,0,26,7,0,0,35,26,0,8,1,462,0,0
JI01_000001738,112,0,10,20,17,8,81,0,0,0,0,0,6,3,0,6,53,32,141,114,33,1,0,0,0,5,0,82,0,0
JI01_000001835,29,0,105,55,0,3,15,0,0,36,147,33,9,0,64,51,26,7,0,42,0,51,0,4,29,0,28,2,0,0
JI01_000001916,285,534,257,2540,1040,117,1171,2,82,107,251,0,871,175,897,1933,431,350,803,259,174,39,263,1786,6,90,15,474,8,0
JI01_000001928,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,23,0,17,0,0,0,0,1,0,0,0
JI01_000001958,101,26,189,23,0,0,379,1,0,0,208,0,2,0,81,68,34,123,4,444,12,412,0,89,188,5,206,21,0,0
JI01_000001970,118,0,0,19,2,0,0,0,135,168,79,0,251,87,84,69,16,10,2,8,46,27,0,0,0,0,1,89,0,0
JI01_000002026,94,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4207,676,1130,236,609,300,0,25,0,118,103,52,0,0
JI01_000002160,123,42,9,9,18,0,0,0,0,0,0,0,14,7,6,6,20,1,3,0,0,0,4,2,0,0,0,189,0,0
JI01_000002252,86,1417,3350,28,0,0,123,0,141,24,272,0,61,1,237,319,1104,5820,112,522,247,1981,0,200,12,78,825,0,0,0
JI01_000002405,107,51,100,0,0,0,1,0,0,7,3,0,3,0,0,19,143,338,9,151,13,43,0,26,33,20,24,20,0,0
JI01_000002434,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000002780,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0
JI01_000002804,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
JI01_000002829,32,50,102,131,4,0,51,0,0,1,28,0,39,1,41,90,9,6,0,8,0,0,0,0,0,0,0,5,0,0
JI01_000002950,130,16,50,703,8,3,97,0,9,26,99,59,43,6,318,438,16,36,12,41,11,55,3,0,0,3,12,11,0,0
JI01_000003116,132,503,711,1948,102,58,809,1,120,110,526,75,582,83,1063,2806,214,242,11,110,22,109,1,27,0,6,11,5,0,0
JI01_000003200,89,24,0,12,19,50,76,37,35,65,83,34,8,7,21,0,20,0,8,1,2,9,4,0,0,52,26,32,0,0
JI01_000003292,8,0,0,4,0,0,0,0,0,41,54,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000003344,48,40,95,18,0,0,8,236,1,0,13,0,13,4,50,68,118,188,61,787,140,3210,9,225,3128,607,9173,0,0,0
JI01_000003379,33,3,0,195,121,11,36,54,282,381,72,6,652,307,152,155,56,1,527,405,735,457,134,92,53,828,338,48,0,0
JI01_000003415,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556,81,133,29,111,55,0,0,0,7,0,69,0,0
JI01_000003610,1,2,2,14,0,8,11,0,0,6,29,0,7,1,6,17,5,3,0,0,0,3,0,0,0,0,1,0,0,0
JI01_000003671,52,0,0,6,22,61,24,0,14,24,55,0,47,23,9,16,0,0,1,3,12,6,0,0,0,0,0,45,0,0
JI01_000003717,761,101,0,129,345,448,135,30,635,576,92,17,227,76,15,28,0,0,0,0,0,0,44,12,0,0,0,1090,0,2
JI01_000003806,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
JI01_000003816,8,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,1,0,0
JI01_000004299,22,0,2,12,5,0,0,6,0,0,0,0,25,18,13,15,7,2,54,18,76,35,0,1,0,59,32,35,0,0
JI01_000004417,382,0,0,7,0,1,3,0,15,9,18,0,1,1,0,0,11,2,20,4,0,1,18,8,0,0,2,142,0,0
JI01_000004553,4,0,0,0,3,1,4,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
JI01_000004782,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
JI01_000004818,9,5,0,0,0,5,0,1,1,12,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,4,0,0
JI01_000004847,17,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
JI01_000004965,74,0,0,0,0,0,0,0,5,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0
JI01_000005065,21,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,28,0,3,0,9,0,0,0,0,7,0,0,0,0
JI01_000005070,4,0,0,1,3,0,0,2,1,0,0,0,1,2,0,0,0,0,4,7,0,0,0,0,0,0,0,1,0,0
JI01_000005100,18,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
JI01_000005151,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,5,0,0
JI01_000005152,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000005292,59,151,100,89,0,66,2376,0,155,211,268,46,63,18,319,234,170,481,18,235,10,328,0,17,1,7,113,4,0,0
JI01_000005322,115,92,26,181,30,26,1,22,17,29,67,0,155,62,42,69,9,0,618,158,120,72,232,243,15,156,133,240,0,0
JI01_000005477,24,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,47,14,11,12,5,12,0,0,0,0,0,43,0,0
JI01_000005812,161,0,0,26,4,14,22,0,0,20,0,0,0,0,0,0,31,3,166,63,5,0,0,0,0,6,1,481,0,0
JI01_000006097,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
JI01_000006159,275,0,0,234,283,17,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683,0,0
JI01_000006323,13,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000006587,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,3,250,177,44,36,0,0,0,1,1,48,0,0
JI01_000006682,10,4,0,0,0,0,0,0,0,0,2,0,0,0,0,1,6,2,0,0,0,0,10,1,0,0,0,18,0,0
JI01_000006806,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,39,0,0,0,0,0,0,0,0,777,0,0
JI01_000007146,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0
JI01_000007209,106,298,214,162,238,63,40,1643,33,57,144,3,263,38,41,134,667,206,2085,571,3347,1253,1550,202,140,3987,276,162,0,0
JI01_000007244,255,0,0,59,370,79,21,0,118,125,3,0,142,26,0,9,141,2,0,0,56,13,10,0,0,34,1,283,0,0
JI01_000007429,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,25,0,0,0,8,0,0,0,0
JI01_000007594,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000007893,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000008065,109,0,0,43,32,4,7,16,25,0,0,0,12,2,52,30,0,0,28,38,26,6,0,0,12,31,31,97,0,0
JI01_000008114,343,112,37,70,57,1,0,0,19,0,7,0,51,6,30,69,701,522,47,83,0,3,0,0,0,0,0,123,0,0
JI01_000008629,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000008659,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000008918,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000008955,45,75,3,1,0,0,0,0,0,0,1,0,0,0,0,4,252,24,13,24,4,10,0,1,0,1,1,5,0,0
JI01_000009235,5,0,27,6,0,1,0,0,0,0,0,10,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000009613,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
JI01_000009623,59,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,20,21,11,236,42,809,23,191,2,13,56,4,0,0
JI01_000009822,7,0,22,83,31,6,80,0,34,57,38,31,122,32,152,85,0,1,0,4,0,1,2,0,0,0,0,5,0,0
JI01_000010749,140,2,10,310,200,7,107,25,47,45,32,7,201,47,41,98,7,6,66,16,87,19,23,12,14,76,12,192,0,0
JI01_000010779,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000010985,7,54,40,15,2,4,49,0,0,6,27,0,0,0,27,9,1,35,0,10,0,7,0,0,0,0,0,0,0,0
JI01_000011087,30,474,5,0,1,1,4,0,0,1,0,0,9,1,5,10,172,100,9,53,34,78,0,10,0,10,19,18,0,0
JI01_000012100,11,44,118,124,2,17,85,0,30,50,259,28,33,22,183,261,57,46,5,6,5,31,0,7,0,6,32,4,0,0
JI01_000012166,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JI01_000012329,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,47,0,55,2,38,0,0,4,5,0,0
JI01_000012350,113,10,2,20,6,0,3,0,0,0,0,0,9,3,5,11,2,3,10,12,3,0,3,7,0,0,0,226,0,0
JI01_000012380,54,363,7,0,2,0,0,0,3,0,0,0,4,5,0,0,527,37,279,46,36,11,11,0,0,13,3,250,0,0
JI01_000012664,62,0,0,0,0,0,0,0,1,0,21,0,0,0,0,0,0,0,18,0,2,7,6,10,0,0,1,94,0,0
JI01_000012765,3,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
JI01_000013078,8,0,58,46,3,0,0,0,0,0,20,0,0,1,17,12,0,10,0,0,0,3,0,0,0,0,0,0,0,0
JI01_000013222,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000013291,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,367,39,13,18,87,0,0,0,0,0,10,0,0
JI01_000013338,244,3315,184,1,1,0,0,1,3,30,0,0,28,11,26,3,4273,261,2134,573,503,254,115,17,0,42,7,838,0,0
JI01_000013893,14,0,0,97,200,33,26,0,2,6,0,0,25,0,12,42,10,0,0,0,0,0,58,26,0,0,0,74,0,0
JI01_000013948,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,2,0,0
JI01_000014094,13,59,16,17,1,0,0,32,0,0,0,0,131,56,106,107,93,12,65,49,73,38,12,2,0,27,10,14,0,0
JI01_000014140,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
JI01_000014158,184,71,0,14,42,92,66,38,201,194,92,0,0,5,0,0,15,1,17,1,21,15,6,15,0,16,0,62,0,0
JI01_000014777,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000014892,12,0,0,0,0,140,21,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
JI01_000015011,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,4,0,0,0,0
JI01_000015227,52,0,1,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0
JI01_000016269,5,0,0,0,0,0,2,1,0,10,0,7,0,0,0,6,0,2,0,3,9,7,0,0,0,3,0,0,0,0
JI01_000016921,55,17,17,506,24,1,21,0,27,24,175,10,24,4,108,76,12,8,0,5,0,0,1,0,0,0,0,16,0,0
JI01_000017119,16,474,32,4,7,0,0,0,6,46,0,0,66,23,2,17,487,20,52,39,370,427,95,12,0,33,0,34,0,0
JI01_000017420,1,6,0,1,0,2,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000017510,6,0,46,1,0,2,6,0,0,0,0,0,0,0,0,3,0,5,0,2,0,0,0,0,0,0,0,0,0,0
JI01_000017899,10,60,14,150,249,0,0,0,12,19,16,0,154,92,58,90,136,6,9,4,4,0,1,1,0,0,0,38,0,0
JI01_000017924,5,0,0,7,1,15,14,1,9,6,55,0,2,7,3,0,8,0,2,0,0,6,0,0,0,1,2,5,0,0
JI01_000018437,65,20,5,553,286,24,348,0,3,0,67,12,297,56,241,505,54,37,139,110,102,37,23,208,0,172,47,76,0,0
JI01_000018960,6,0,0,2,0,1,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0
JI01_000019042,2,0,0,1,0,0,0,2,8,0,0,0,2,0,0,0,1,0,1,3,3,0,2,2,0,8,1,0,0,0
JI01_000019345,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000019353,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
JI01_000019382,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000019518,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
JI01_000019721,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000020092,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,5,0,0,20,4,26,28,0,4,1,56,0,0
JI01_000020102,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000020212,121,54,24,29,74,0,10,14,4,0,0,0,220,54,42,23,130,21,192,80,37,18,3,19,0,14,13,278,0,0
JI01_000020924,19,0,0,2,69,34,0,36,0,19,0,0,36,15,3,21,10,0,43,11,24,19,84,0,0,64,25,120,0,0
JI01_000021044,11,3,4,204,254,4,45,0,23,26,64,4,286,113,103,305,108,2,1,3,0,0,8,9,0,0,0,107,0,0
JI01_000021582,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000022670,18,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,8,0,0
JI01_000022673,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,3,0,0
JI01_000022698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000022706,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000022757,6,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,1,0,1,0,0,1,0,5,0,0,0,0
JI01_000022764,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
JI01_000023216,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
JI01_000023274,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
JI01_000023598,7,0,22,17,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000025149,2,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000025227,89,873,483,17,2,15,89,0,14,25,14,14,30,6,19,26,137,273,8,138,5,34,0,57,0,0,17,0,0,0
JI01_000025306,18,2,8,0,0,0,0,0,0,0,0,0,0,0,1,0,94,6,2,3,1,0,0,0,0,0,0,0,0,0
JI01_000025315,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000025327,114,10,0,3,0,0,1,0,11,13,15,0,0,2,0,0,27,0,108,37,0,0,7,0,0,0,0,148,0,0
JI01_000026116,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
JI01_000026131,4,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000026201,26,0,0,0,1,6,2,3,0,0,0,0,0,0,0,0,16,0,15,10,0,4,4,1,0,0,0,19,0,0
JI01_000026369,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,16,17,5,0,0,0,0,1,0,0,0,0
JI01_000027089,2,0,0,1,6,0,0,0,0,0,0,0,16,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0
JI01_000027586,59,168,102,164,7,8,57,0,68,20,296,0,109,22,193,346,20,67,4,6,27,45,4,43,0,36,2,8,0,0
JI01_000027605,4,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,6,2,1,1,0,0,0,0,0,19,0,0,0
JI01_000027807,3,793,248,0,0,0,0,0,0,0,0,0,3,0,6,0,319,165,4,15,0,10,0,0,0,0,0,0,0,0
JI01_000028516,4,0,0,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000029463,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
JI01_000029925,23,4,1,73,91,2,11,30,0,0,0,0,132,38,17,34,31,1,50,21,91,22,32,19,2,68,5,61,0,0
JI01_000031110,50,0,0,17,20,0,0,0,66,4,0,0,0,2,0,0,0,0,1,0,0,30,0,0,0,0,0,53,0,0
JI01_000031230,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000031515,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0
JI01_000031555,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000031625,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000032007,4,26,7,6,0,0,2,0,0,4,0,0,0,0,0,4,12,0,0,0,0,2,0,0,0,0,0,0,0,0
JI01_000032721,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
JI01_000033269,9,12,0,339,579,2,28,0,67,1,33,0,1441,425,255,645,168,142,13,19,0,5,0,29,0,0,0,13,0,0
JI01_000034187,120,28,25,470,353,7,53,0,137,108,101,15,466,108,247,404,104,23,160,65,13,11,5,8,0,12,2,277,0,0
JI01_000035556,6,0,4,34,163,139,48,0,549,571,23,0,27,4,5,4,0,3,0,0,1,0,0,0,0,39,2,1,0,0
JI01_000035865,4,201,42,71,95,1,9,2,11,10,35,0,0,0,2,0,0,0,374,96,0,0,0,0,0,28,24,13,0,0
JI01_000035966,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
JI01_000036106,2,8,0,3,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000036127,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0
JI01_000038751,3,0,16,0,0,0,0,36,0,0,0,0,0,0,0,0,19,2,5,112,48,706,0,14,652,93,3834,0,0,0
JI01_000039342,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000040176,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
JI01_000040243,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,1,14,4,66,0,17,0,0,0,0,0,0
JI01_000040516,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0
JI01_000041445,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,96,2,0,0,0,0,42,0,0
JI01_000042462,12,228,247,25,9,3,6,0,0,0,49,0,2,4,39,34,0,0,2,5,2067,750,1340,1118,0,970,861,12,0,0
JI01_000043664,6,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
