id,sample_10_381,sample_15_385,sample_17_385,sample_20_390,sample_22_390,sample_25_396,sample_27_396,sample_2_369,sample_31_398,sample_32_398,sample_33_,sample_34_398,sample_36_401,sample_37_400,sample_38_401,sample_39_400,sample_42_414,sample_43_414,sample_47_416,sample_48_416,sample_52_418,sample_54_418,sample_56_420,sample_59_420,sample_5_369,sample_62_424,sample_64_424,sample_8_381,sample_BL1,sample_BL2
JI01_000043938,16,181,316,674,27,24,270,1,67,65,576,31,188,21,355,596,106,44,3,26,7,39,1,11,0,5,37,3,0,0
JI01_000044039,1,0,2,0,1,5,4,40,1,1,0,0,1,0,1,1,1,0,1,0,3,1,0,0,8,5,0,5,0,0
JI01_000044712,3,0,0,0,2,0,1,0,57,91,12,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
JI01_000045272,11,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,6,0,0
JI01_000045524,2,0,7,231,16,6,35,0,36,23,108,25,10,6,47,70,0,3,0,10,0,1,0,7,0,0,0,0,0,0
JI01_000048033,4,0,15,8,0,0,0,0,0,0,0,0,0,0,4,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000048058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0
JI01_000048498,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
JI01_000048593,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,4,10,1,1,0,0,0,0,0,15,0,0
JI01_000048867,1,11,3,98,0,1,7,0,0,0,54,0,7,2,10,8,1,0,0,0,0,8,0,0,0,0,6,1,0,0
JI01_000048983,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0
JI01_000050285,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
JI01_000050311,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JI01_000050448,1,1,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
JI01_000052326,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,22,0,0
JI01_000054212,0,47,11,0,0,0,0,0,0,0,0,0,0,0,0,0,71,41,12,0,16,0,0,0,0,0,0,0,0,0
JI01_000054267,3,598,159,0,1,5,2,0,8,15,19,0,4,0,1,4,664,288,26,99,7,30,0,0,0,0,14,1,0,0
JI01_000054336,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000054341,0,434,0,0,0,3,0,16,8,7,0,0,20,2,0,0,4,0,0,0,7,19,11,0,0,8,2,0,0,0
JI01_000054442,0,15,0,6,1,0,0,0,0,5,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000054464,0,49,3,0,0,0,0,22,0,0,0,0,0,0,3,14,0,20,0,0,0,0,0,0,47,2,1,0,0,0
JI01_000054479,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000054483,7,3,6,0,9,0,0,0,7,0,0,0,1,2,0,0,7,0,36,4,24,9,31,0,0,0,0,45,0,0
JI01_000054495,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0
JI01_000054503,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000054530,0,6,2,5,0,2,0,0,0,0,2,0,2,0,15,10,10,1,0,3,0,4,0,0,0,0,0,0,0,0
JI01_000054567,0,18,228,131,0,1,251,1,24,32,1395,176,48,12,349,401,0,77,2,36,6,160,0,27,56,0,151,0,0,0
JI01_000054596,3,16,2,0,0,0,0,0,4,0,0,3,0,0,1,0,14,14,3,0,0,0,0,0,0,0,0,0,0,0
JI01_000054603,1,26,9,0,1,0,0,0,0,0,0,0,0,0,0,0,606,224,9,18,1,5,0,0,0,0,0,1,0,0
JI01_000054629,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000054648,0,25,0,0,0,0,12,0,145,309,165,21,5,4,8,19,16,0,0,0,0,7,0,0,0,0,1,0,0,0
JI01_000054656,0,6,6,6,0,0,2,0,0,7,4,0,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000054670,0,61,2,0,0,0,0,0,2,5,0,0,2,4,1,0,72,33,1,0,0,0,0,0,0,0,0,6,0,0
JI01_000054692,0,405,141,1,0,4,0,0,0,8,4,0,11,6,4,23,125,10,12,6,37,40,0,0,0,0,0,2,0,0
JI01_000054772,57,88,79,0,0,1,7,0,12,7,9,0,7,0,1,3,9,8,2,9,1,12,0,0,5,0,2,0,0,0
JI01_000054793,0,12,0,0,0,0,1,0,0,11,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000055074,5,65,26,2,25,18,40,0,0,0,5,0,14,24,10,7,256,197,7,10,0,9,0,0,0,0,0,7,0,0
JI01_000055108,0,1,1,9,1,0,2,0,0,0,4,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000055176,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000055350,13,193,329,15,2,6,54,4,1,35,58,0,12,8,48,47,119,31,25,208,41,422,0,31,20,4,40,0,0,0
JI01_000055400,0,3,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
JI01_000055409,0,13,5,4,0,3,0,0,1,4,4,3,0,0,0,7,25,1,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000055462,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000055464,0,23,24,9,4,0,1,0,2,44,6,0,31,5,89,31,1,3,0,0,0,9,0,0,0,0,0,0,0,0
JI01_000055512,0,81,14,80,3,3,12,0,0,0,38,14,2,1,48,43,16,11,0,13,10,15,0,0,0,0,6,0,0,0
JI01_000055568,0,18,16,5,0,0,1,0,0,0,0,0,0,0,6,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0
JI01_000055601,17,121,230,8,1,0,2,3,11,0,0,0,67,8,172,300,103,64,43,43,54,179,1,0,0,16,99,0,0,0
JI01_000055605,0,40,0,18,22,43,36,0,121,0,103,0,130,4,43,11,60,7,2,12,8,2,0,0,0,0,0,6,0,0
JI01_000055667,0,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
JI01_000055723,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000055888,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000055928,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
JI01_000055930,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000055953,0,11,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,4,1,0,0
JI01_000056075,0,13,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000056121,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
JI01_000056130,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000056251,0,862,95,5,0,0,0,0,0,5,0,0,11,2,1,0,447,24,129,46,3,1,0,0,0,7,0,0,0,0
JI01_000056260,0,61,22,0,0,0,0,0,0,0,0,0,0,0,0,0,484,20,92,6,8,7,0,0,0,0,0,13,0,0
JI01_000056296,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000056310,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000056355,0,11,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0
JI01_000056447,0,13,4,0,0,0,0,12,0,0,0,0,2,7,16,21,40,8,92,20,89,66,0,0,12,80,28,0,0,0
JI01_000056606,0,57,0,47,0,0,2,0,0,0,0,0,0,0,4,39,25,1,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000056615,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000056632,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000056637,0,70,0,0,0,4,3,0,0,0,0,0,2,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0
JI01_000056663,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000056707,0,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000056737,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
JI01_000056903,0,15,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,2,11,35,0,0,0,0,0,0
JI01_000056918,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000057062,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
JI01_000057247,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000057268,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000057333,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000057364,0,12,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000057651,0,73,129,48,11,0,11,0,11,21,104,8,72,33,214,323,45,26,0,3,1,7,0,0,0,0,0,0,0,0
JI01_000057669,0,13,73,166,6,4,55,0,14,9,68,37,37,12,144,117,9,8,0,6,0,8,0,16,0,1,10,0,0,0
JI01_000057764,0,3,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000057982,0,62,27,293,31,15,70,0,11,60,160,6,107,61,300,294,196,124,3,25,0,21,0,13,0,0,10,0,0,0
JI01_000057998,0,17,30,49,3,3,14,0,12,15,108,9,52,21,295,395,30,15,2,2,5,8,0,6,0,1,3,4,0,0
JI01_000058011,1,59,249,62,1,0,26,0,15,8,195,33,23,2,346,255,16,68,2,36,5,45,1,2,1,1,31,0,0,0
JI01_000058014,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000058155,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JI01_000058209,18,241,23,35,9,16,55,3,26,0,7,0,86,30,117,92,162,163,69,325,166,1296,1,19,10,62,74,5,0,0
JI01_000058406,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0,3,0,0,0,0,0,0,0,0,0,0
JI01_000058653,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000058671,0,1,0,1,0,0,1,0,0,6,24,0,1,1,3,8,0,5,0,0,0,1,5,28,0,0,0,0,0,0
JI01_000058675,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000058684,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000059000,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000059556,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000059649,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000059656,0,3,5,2,0,0,4,0,0,0,3,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000059659,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000059740,0,6,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0
JI01_000059982,0,6,0,18,0,3,3,0,0,0,13,0,0,0,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000060125,0,9,25,0,0,0,0,1,0,0,1,0,0,0,0,2,7,1,0,0,1,6,0,0,0,0,0,0,0,0
JI01_000060646,0,35,0,3,1,1,0,0,7,0,16,0,0,6,1,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0
JI01_000060902,0,6,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000061003,0,36,96,231,9,9,79,0,2,72,115,6,33,19,95,140,20,5,0,7,0,4,4,0,0,0,16,0,0,0
JI01_000061023,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000061057,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000061068,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000061082,0,33,88,9,1,0,5,0,0,9,5,0,4,0,56,127,7,5,0,0,1,1,0,0,0,0,0,0,0,0
JI01_000061135,0,16,328,0,0,0,0,0,0,0,23,0,0,0,3,0,38,56,1,2,6,28,0,0,0,0,0,0,0,0
JI01_000061140,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000061153,0,2,0,20,1,0,10,0,0,7,12,0,1,4,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000061235,0,8,3,7,1,0,3,0,0,0,3,2,8,1,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000061544,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000061550,0,2,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
JI01_000061636,0,11,5,0,0,335,66,0,13,40,0,0,1,2,0,0,0,0,0,0,0,0,237,36,0,0,0,0,0,0
JI01_000061796,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000061810,0,35,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000062178,4,13,0,2,4,3,3,0,7,3,0,0,1,2,0,0,2,0,1,2,0,0,0,0,0,0,0,4,0,0
JI01_000062262,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
JI01_000062294,0,23,0,177,6,22,99,0,6,0,419,0,31,2,188,455,0,45,0,77,0,18,0,0,85,0,229,0,0,0
JI01_000062321,0,5,0,20,20,0,9,0,0,0,0,0,66,21,25,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000062769,2,66,0,0,0,0,0,0,0,0,0,0,7,12,0,5,86,6,12,0,24,8,0,0,0,14,0,5,0,0
JI01_000062927,0,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000063277,0,17,0,3,0,0,4,0,1,0,0,0,0,0,3,15,0,6,1,3,0,4,0,5,2,1,1,0,0,0
JI01_000063380,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000063466,0,6,38,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000063852,3,11,3,115,62,12,23,0,12,7,42,0,120,63,71,105,13,48,4,5,0,1,0,9,0,0,2,4,0,0
JI01_000064118,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000064127,11,25,0,6,9,1,0,14,0,0,0,0,10,1,0,0,3,0,0,5,7,19,13,8,1,12,4,0,0,0
JI01_000064195,0,17,0,77,3,9,8,0,24,18,32,0,34,4,110,122,2,7,0,8,0,0,0,0,0,0,0,0,0,0
JI01_000064552,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
JI01_000064716,0,2,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0
JI01_000064836,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000065651,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000065675,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000065920,0,7,0,37,4,0,16,0,0,0,18,0,0,0,23,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000066254,0,73,10,77,101,1270,486,0,846,1788,1013,50,7,0,3,0,0,0,316,122,0,0,0,0,0,0,0,0,0,0
JI01_000066281,0,23,7,0,0,0,0,0,4,0,4,0,0,2,2,4,7,0,1,0,0,0,0,0,0,0,0,0,0,0
JI01_000066329,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,10,0,0,0,0,0,0,0,0
JI01_000066510,0,12,0,30,2,1,7,0,0,0,13,0,1,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000066534,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000066920,0,2,0,1,1,10,1,0,1,1,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
JI01_000066992,0,18,0,0,0,0,0,0,19,48,3,0,9,3,0,6,5,0,0,0,0,0,0,0,0,0,0,16,0,0
JI01_000066993,0,3,11,8,0,0,1,0,0,1,2,0,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000067086,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000067363,0,28,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000067442,3,12,0,0,0,93,52,0,62,100,0,5,0,0,0,0,0,0,0,0,0,0,36,23,0,0,0,15,0,0
JI01_000067819,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000067969,0,3,2,4,0,0,1,0,0,0,12,0,0,0,1,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0
JI01_000068218,0,9,0,7,0,1,3,0,0,4,10,0,3,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000068260,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000068785,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,2,0,0,0,0,0,0,0,2,0,0
JI01_000069097,0,17,7,7,0,1,7,0,3,2,25,0,3,1,10,13,4,1,0,1,0,2,0,0,0,0,1,0,0,0
JI01_000069779,0,3,0,4,0,0,3,0,0,0,0,0,1,4,8,7,0,0,0,0,0,8,0,0,0,0,0,5,0,0
JI01_000069953,0,1,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000070487,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000070628,0,8,9,15,0,0,0,0,2,3,10,0,3,0,3,14,1,0,0,0,0,14,0,0,0,0,1,0,0,0
JI01_000070803,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000072643,1,5,6,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,5,0,0,0,0,1,0,0,0
JI01_000072667,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000075113,0,6,3,8,0,0,2,0,0,16,0,0,4,0,5,8,0,3,0,0,0,0,0,0,0,0,0,3,0,0
JI01_000076115,0,8,0,0,2,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000076155,0,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000076753,0,7,0,10,0,0,1,0,0,0,0,1,1,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000077659,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0
JI01_000077693,0,1,0,3,0,1,1,0,0,0,0,0,1,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000078234,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,1,0,2,0,2,0,2,0,0,1,0,0,0
JI01_000078343,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000079227,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000079721,0,3,4,0,0,0,1,0,0,0,66,0,3,0,1,60,2,20,0,1,2,0,0,0,8,0,6,0,0,0
JI01_000080270,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,10,21,6,6,6,0,0,0,0,0,0,0,0
JI01_000080434,0,22,0,1,0,0,0,7,7,6,4,0,44,3,0,0,9,1,8,7,31,76,22,33,0,0,0,0,0,0
JI01_000080537,66,622,155,21,63,15,23,917,356,469,990,75,920,166,274,919,698,181,368,136,7523,4257,4428,10421,585,234,179,42,0,0
JI01_000082960,0,7,27,13,1,0,8,0,0,0,6,1,8,0,16,31,0,2,1,0,0,7,0,2,0,0,0,0,0,0
JI01_000083063,0,5,4,2,1,0,0,0,0,2,2,2,0,0,1,5,3,0,0,0,0,1,0,0,0,0,1,0,0,0
JI01_000083089,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000083147,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,1,0,0,3,0,0,0,0,0,0,0,0
JI01_000083195,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000083241,0,0,35,0,0,0,0,2,0,0,0,0,0,0,0,0,54,670,3,27,0,9,0,0,0,0,0,1,0,0
JI01_000083244,0,0,18,0,0,0,0,0,0,0,11,0,6,0,9,28,0,3,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000083264,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0
JI01_000083334,0,0,13,3,0,0,1,0,3,3,5,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000083358,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,124,210,123,0,0,0,77,11,0,0,0
JI01_000083365,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,5,1,0,0,0,0,0,0,1,0,0,0
JI01_000083371,2,0,6,0,0,0,0,0,0,0,11,0,0,0,0,0,401,267,16,301,20,317,1,15,4,7,52,1,0,0
JI01_000083567,0,0,34,72,22,11,76,0,0,0,0,10,15,9,125,21,19,4,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000083774,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,4,2,0,1,0,0,0,0,0,0,0,0
JI01_000083815,0,0,13,46,4,1,18,0,2,8,35,0,9,0,42,41,1,1,0,0,0,0,0,3,0,0,1,1,0,0
JI01_000083833,0,0,29,54,40,5,56,0,31,59,19,0,9,0,14,1,95,23,22,90,53,31,0,0,0,8,0,3,0,0
JI01_000083939,0,1,5,12,0,0,6,0,0,1,4,0,1,0,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0
JI01_000084045,0,0,7,0,2,4,0,4,0,4,0,0,0,0,1,0,0,0,80,9,21,30,0,0,0,3,1,0,0,0
JI01_000084139,0,0,18,18,2,0,0,0,3,0,0,0,17,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000084210,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000084411,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,1,0,0,0,0,2,0,0,0,0,0
JI01_000084496,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,3,0,0
JI01_000084513,0,0,24,3,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000084542,0,0,40,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000084603,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000084630,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
JI01_000084686,0,0,58,28,0,0,23,0,0,0,0,0,20,0,0,84,0,50,0,32,0,0,0,0,0,0,0,0,0,0
JI01_000084755,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000084930,0,0,13,0,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000085067,0,0,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
JI01_000085161,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
